	MF.103-11B+.LU	MF.103-11B+.SALM3.SI	MF.103-11B+.SI	MF.11CLOSER.SALM3.SI	MF.11CLOSER.SI	MF.169+11CHI.SLN	MF.BM	MF.II+480LO.PC	MF.II-480HI.PC	MF.LU	MF.MEDL.SLN	MF.MICROGLIA.CNS	MF.RP.SP	MF.SBCAPS.SLN	MF.THIO5.II+480INT.PC	MF.THIO5.II+480LO.PC	MF.THIO5.II-480HI.PC	MF.THIO5.II-480INT.PC
Armc7	7.583663491	7.453250259	7.710538922	7.481444868	7.706923911	7.686362554	7.467262631	7.578935192	7.237289006	7.448780942	7.9990126	8.194974637	8.181852599	7.392839017	7.750088133	7.952089874	7.323797578	7.900676649
Armcx1	6.006271091	5.673519678	5.463865769	5.585789559	5.469699117	5.858815278	6.584713514	5.328899878	5.278574595	5.642262575	5.966379706	5.658405734	5.657385625	6.192420062	5.49554061	5.555071715	5.743623574	5.915917611
Arnt2	6.47895644	6.208254846	6.102768195	6.173881972	6.111113547	6.498709616	6.243223501	6.339624379	6.167215402	6.224530405	6.52998488	6.742246101	6.322393289	7.621807932	6.205292149	6.330273944	6.047210453	6.159243006
Arntl	7.377943624	7.496788081	7.575381166	7.38486813	7.790686036	7.222165533	6.939287316	7.204824775	7.957227437	7.815715457	7.166437784	7.479682734	8.423682089	7.61933744	7.883487227	7.215767566	8.869169171	7.873585196
Arpp21	5.309290804	4.747850588	4.821054163	4.816639383	4.823333609	5.168317104	4.967070211	5.132594664	4.843965425	4.780038824	4.954417352	5.296447618	4.856688624	5.313276694	4.941649411	4.941636892	4.959066871	4.861584886
Arrdc3	7.911513631	8.00325788	8.324320854	7.559049125	8.72074907	6.593120674	7.374517012	9.172754099	8.280627731	8.321368792	6.937352632	8.456728269	10.61009154	6.670078347	9.946144432	9.268140851	9.341301763	9.81776314
Arsb	8.428747282	7.485520414	7.005210206	7.838892063	6.972797406	10.27685772	9.044230987	8.172588688	8.291691802	8.520799636	7.978806826	11.0283788	7.246332074	9.485949226	8.087798547	8.572822104	8.353723935	7.92002825
Arsi	6.402986451	6.314808892	6.568725308	6.146993212	6.313733441	6.40235467	5.992603792	6.052506466	5.448299703	5.583211169	6.217753211	5.952294734	7.311071039	6.104420535	5.674522796	6.738175598	5.625569558	5.496433587
Art2a-ps	8.014908417	8.431697332	8.929665942	8.63779398	8.861446449	5.467031618	5.203134581	5.774567455	5.542423156	4.601100222	6.543789713	5.183511657	9.881671807	5.358881486	6.129714387	6.248505109	5.73276937	5.891110491
Art2b	5.422875476	10.69344316	11.47346501	10.59976929	10.90138304	4.713676571	4.896000531	4.043525327	4.792798101	4.649550316	6.096468492	4.655286944	7.126046378	6.724004898	4.816312982	4.63385547	5.177597601	4.554652288
Art4	6.072933269	5.556250064	5.60633139	5.52893929	5.45957457	6.026161548	6.91293962	5.779917172	5.743853324	5.631409906	5.996689277	6.000709151	5.586444509	6.355458579	5.893188255	5.941573514	5.664931243	5.733509811
As3mt	6.231734794	7.076465033	7.507013743	6.788574138	7.588010728	6.120708588	7.931041414	6.993236944	7.878925974	6.501242208	6.377056924	7.334877206	6.918206125	6.652196062	7.84838341	7.242621559	7.580625649	8.029812116
Asb17	4.297184078	4.102280193	4.092771636	4.160159847	4.149402457	4.641655845	4.609031937	4.039898739	3.905572332	4.040901195	4.956584088	4.510130654	4.095443441	4.653831045	4.325252079	4.275151111	4.449843064	4.286230606
Asb2	8.108377828	10.93134651	11.7377442	10.54613137	10.46383844	8.568858665	7.784876692	6.18251089	6.380642879	6.030498674	6.856265532	9.138750827	11.42243966	7.808762795	6.392607078	6.396817674	6.248312813	6.179990675
Asf1b	7.454641058	8.20681206	7.623448748	8.389077277	8.205982046	8.802414904	10.57462667	8.844124176	8.214113307	8.43105543	6.968316012	6.983609677	6.911639257	8.06688111	7.339722352	7.614513791	7.021055104	7.414191077
Asns	5.313742872	7.335376955	5.686201953	7.44561105	5.878255972	5.478803589	9.52579314	5.516500588	5.194102816	6.27600402	5.561546099	6.248286244	5.226282449	6.079228756	5.045415303	5.030942224	6.08873454	4.794079631
Aspa	3.98230913	6.590152866	6.68427935	5.943296633	5.705191114	3.878597837	3.977209695	3.985913263	8.801153158	3.838155091	4.549573686	4.028616298	7.799454972	4.241271991	4.404471739	3.976769928	6.961822017	4.179439391
Aspm	5.531797832	5.159104386	4.967336614	5.340586302	5.540644797	6.269603602	6.258783344	5.861737885	5.704255036	6.384039443	5.031062099	4.800192396	4.81019115	5.292673175	4.712880037	5.035095998	4.721571349	4.615259337
Asprv1	6.147399307	5.917750383	5.804600869	5.912657648	5.810783429	6.111515469	5.862288548	5.684737401	5.63136819	5.793802266	5.76473627	6.216506602	6.153713476	6.410409798	5.604266082	5.665401299	5.804362522	5.552283815
Ass1	8.124842479	8.429038227	6.611776047	9.834940521	7.287875429	9.858266241	9.42522003	6.803043157	6.164143319	6.062598818	9.021680011	6.240540766	6.043742574	8.852233293	6.176754931	6.656220809	6.148392518	6.14223166
Astl	5.577344228	5.327746637	5.281354357	5.574803909	5.876525787	5.217504104	4.858186606	4.764234674	4.629123438	4.873762352	5.168551784	5.248438694	4.882556648	5.287487071	4.886945152	4.906472153	4.766224105	4.668571126
Atad5	5.800778268	6.221733075	6.231104306	6.309610954	6.553379244	6.420622191	6.323344246	5.947142465	5.599115421	6.614796207	5.444022626	5.026443029	6.334918014	5.766929031	5.251939961	5.5536124	5.319589034	5.506487696
Atf3	11.94980778	11.9615214	12.43466036	11.84173953	12.23854436	9.055025873	7.136339061	10.40563565	8.83867943	9.592551158	9.621213696	11.66254433	10.8582736	8.566402869	9.170199321	9.94142347	8.887468813	10.18736391
Atf7ip2	4.132305386	4.20814655	4.193861839	4.168451498	4.29311147	4.283562535	4.127498468	4.237196574	4.174283899	4.238972788	4.983331114	4.354854107	4.313555452	4.497398404	4.293240492	4.495550203	4.166485152	4.087250665
Atg4c	7.674991974	8.335068839	8.703334983	7.993748651	8.387574676	6.311971683	6.838843804	9.04160084	8.927444356	9.630466692	7.488054614	7.018407177	8.993640588	6.102156292	9.143031703	9.040333928	9.234755572	9.401949749
Atl2	8.339755601	8.158933406	8.21368146	8.036689043	8.495545434	7.433137229	7.984198738	8.006259121	8.066047739	7.803834491	7.535402919	7.882254814	7.45092859	7.486307713	8.028695854	7.96076132	8.082663741	7.984317243
Atn1	7.448042775	7.394341786	7.396108589	7.762255621	7.561008354	7.401285297	7.579839111	7.293439461	7.182711165	7.632173681	7.026930051	7.812956375	7.224042526	7.746199548	7.256181006	7.256372255	7.310066499	7.522600623
Atox1	9.399664479	9.648195596	9.756369105	9.968034936	9.531857588	10.41233506	9.616659599	10.76387109	9.738472367	9.18207772	9.576416415	8.72964578	9.965891425	8.800905884	10.12766797	10.43198479	9.898390321	9.980637626
Atp10a	6.573020748	6.263995882	6.065990136	6.858877426	6.763962307	6.739237177	8.039218286	7.028293612	7.760385082	10.57548378	7.345761829	6.416133756	5.810852649	7.203951386	7.170329701	7.057690341	7.217486656	7.114230621
Atp13a2	8.989457798	9.477096306	9.490669916	9.464669492	9.526089084	8.134857267	9.736851414	8.903265482	9.29842944	9.456748527	9.089940874	9.465098967	11.03041722	8.121700052	10.08305537	9.088043869	10.12091677	10.50496057
Atp1a3	8.202250207	8.797784798	9.36755151	8.753138176	8.595761432	7.725845088	8.464041008	10.18949497	10.24667236	6.561182023	8.624539055	7.161734875	6.749152985	7.619139691	10.15584691	10.37651111	10.16178773	10.37727623
Atp1b1	5.602666207	8.434796671	6.755104463	8.167109	6.682692393	6.330001686	6.762525554	5.449177265	5.430545104	5.536842435	7.606367826	5.948573594	5.537238076	8.98112927	5.250412123	5.607982215	4.940105658	5.845070145
Atp1b2	6.696719987	6.302759543	6.123488249	6.331071892	6.118654581	6.690856347	7.903565965	6.008533202	6.0059284	6.21580024	7.107335835	6.534798807	6.438469739	6.905912237	6.175237151	5.997661993	6.03024484	6.027964219
Atp1b3	10.87370306	10.89351407	10.71092791	11.07607544	10.85305289	10.4671795	10.63248526	12.07883175	11.97490681	11.71384785	10.90895694	11.13699007	10.90518746	11.03876717	11.8870085	11.70077365	11.97761109	12.00660684
Atp2a3	7.109599282	6.947854312	6.64309837	7.435791921	7.308046457	7.729440948	10.13528449	8.980823244	9.760702264	6.040787249	8.225445335	6.793464587	5.64799463	9.37964013	8.760159835	9.101408808	9.352014432	8.192920558
Atp2b4	8.495943744	6.32387442	5.607643128	6.434249992	5.903335747	6.34092361	8.637062075	6.227002317	6.51717489	7.106949526	6.637680519	5.971786473	5.694678721	7.511633676	6.40951653	6.155904362	6.014950342	6.591628558
Atp5g1	7.69133874	8.48671749	8.168493691	8.48795215	8.12764143	8.036548665	9.411055864	8.941303639	8.648548131	8.347229953	7.764824495	7.73183401	7.585141074	7.610113509	8.37069133	8.587347362	8.545766737	8.315397011
Atp5l	7.355708752	8.464724111	8.580396032	8.106596178	8.293053885	8.112495806	8.891324802	9.239699956	9.222347095	9.844664342	7.764373029	6.960363815	7.762915939	7.77363409	8.954486469	9.028861581	8.67379796	8.790468838
Atp6v0d2	5.439619813	4.616378283	3.886743831	4.08651417	4.626881807	4.489568624	4.47122215	3.704713378	3.947675507	12.49958818	4.733343493	3.961259059	3.857931246	4.486495571	10.6636504	7.519218715	11.27454594	11.8240481
Atp7b	5.96638086	5.588359352	5.511190147	5.592332945	5.419278644	5.916032302	6.924502558	5.640362565	5.641060425	5.553402489	5.998446012	5.920296476	5.616058673	5.687235694	5.740971621	5.51606559	5.804508805	5.540487133
Atp8a2	6.117450902	5.917230638	5.805386436	5.864042487	5.69969987	5.885017873	6.22720325	5.740313268	5.681553275	5.697836821	6.082933526	9.015543193	5.328087259	6.141193657	5.96647815	5.631089727	5.995455122	6.162317472
Atpif1	8.687304816	9.468957494	9.592665284	9.189032218	9.309928623	9.106766016	11.01660259	10.00579458	10.30789466	9.732523942	8.320069428	8.507671768	8.682296937	8.345340707	9.756856617	9.611488095	9.647984141	9.764285826
Atrnl1	9.178639955	9.023130159	9.32810559	9.002270739	9.181128547	8.568275752	6.762495434	10.12973293	9.173154507	9.775430584	9.124962122	5.728245251	7.18032393	8.121911366	9.295202534	10.18161158	8.200351822	9.072491726
Atxn1	6.21930891	7.275074812	7.296578151	7.048263436	7.043611354	5.872869381	6.753397729	6.873223846	8.183349543	9.240440671	6.28409025	6.770556864	9.64054399	6.535389699	7.455359554	6.660498935	7.873781215	7.934268011
Aven	7.033196117	6.98210516	7.175221608	7.011643228	7.089761895	7.069450842	8.005792947	7.619012125	7.305618557	7.649250668	7.188255022	6.812767743	6.668365474	7.504878561	7.205409783	7.294546928	7.186432877	7.208478242
Avpi1	7.831579604	6.861380689	6.995143511	7.219457999	6.776469354	8.245878999	6.723823832	7.32674346	7.09585833	6.68580469	7.519873276	6.674260545	7.307644367	7.454717954	6.873853382	7.262717216	6.908830517	6.594952559
AW112010	6.4908212	11.79329243	11.56461208	11.51525516	10.1189658	7.96459819	9.589834819	9.362615925	8.489063997	9.880076469	9.330178316	6.79154799	11.41961089	9.961546426	7.48376097	8.07796502	7.615885603	7.139474611
Axin2	6.437022115	6.317345226	6.055400821	6.242214248	6.059884336	6.37518717	6.082708266	5.926500794	6.214888314	5.981270436	6.652063376	6.490057695	5.969501261	7.19281998	5.990983593	6.075427805	6.088974757	5.96959412
Axl	11.06673318	10.74973051	10.76840029	10.75721112	10.63738155	7.692583073	9.809698631	10.16211195	7.068170265	12.18951485	9.611855768	7.662922538	12.52751678	7.695375164	9.460866086	10.66140363	6.199423696	6.829455944
AY036118	12.41754249	10.70640845	10.61973219	11.09434825	10.56883365	13.31477223	11.06357067	10.43322457	10.78508765	11.0241469	13.14827615	12.92254076	11.98436916	13.21092283	10.55627686	10.64715277	10.55377983	10.61892182
AY498738	3.989493278	4.627917579	5.9018847	4.896529796	4.536863567	3.541105911	4.038895584	4.125397627	4.02864871	3.757933536	4.611992665	4.147249706	4.118863574	4.450112597	4.01510204	4.004803982	3.883949849	3.904461619
AY512938	5.526995245	5.876709702	6.386781145	5.801966324	7.405846722	5.092962169	4.677235726	5.321938915	5.064793772	4.371156896	5.121419548	6.651642525	4.445739944	4.926099075	5.637545525	5.633732467	4.947003717	5.999666338
B230118H07Rik	4.509654676	4.673648285	5.087340389	4.458268797	4.917954888	4.610230543	5.563141856	4.427188231	5.301442541	5.157593512	4.892145698	4.899576861	4.870762536	4.849591505	5.620016453	4.595139599	5.536589665	5.501877514
B230120H23Rik	6.593654799	6.024165622	5.573899894	6.105204008	6.31381469	6.353169767	6.96389562	6.389006879	7.622779086	7.004338088	6.662881249	5.788082722	7.038666998	6.157381297	7.371572221	6.650659264	7.707902284	7.891179973
B3galt5	5.126954277	6.764978048	6.862876953	6.044153104	5.081423998	5.627220142	4.943038316	5.234788697	4.916756876	4.918860058	5.57345633	7.366805072	5.252751203	5.356140288	5.245988697	5.037364649	5.264495146	4.93638039
B3gnt2	6.570701994	6.730959161	6.735120406	6.804468579	7.262179431	7.039898921	7.78493404	8.505163155	9.040969304	8.561318498	7.440430688	7.134444803	7.157218578	7.198961618	8.790049228	8.126925549	8.349999172	8.896871838
B3gnt5	4.919111216	5.379239723	5.083762254	6.39403218	5.981237094	5.815353833	6.500107302	4.966158183	4.57841144	4.737587622	6.42271068	5.133863508	4.766496222	6.643861961	5.071821293	4.570598531	4.766634029	5.128670085
B3gnt7	7.161188834	6.685780401	6.310061174	6.730656257	6.44285063	7.206993815	7.080810778	6.673744851	6.509462552	9.157327059	7.082089948	7.24523989	6.63832199	7.199723378	6.669132147	6.545826316	6.741511929	6.509183292
B3gnt8	6.599474762	7.079297835	7.429132554	6.945813681	6.793034637	6.056119607	6.729041963	5.959668934	5.814682861	7.04471796	6.353383285	6.340369992	5.997513718	6.268055367	7.41343048	6.562291785	6.715919446	8.135710141
B430306N03Rik	6.171207828	6.79893475	6.427704814	7.056094943	6.789439744	6.759536036	6.903007732	8.784785541	8.730933129	6.005622304	7.946145114	7.033881801	9.303793379	6.429987469	8.979752521	8.913845329	8.823577525	9.341594727
B4galnt1	8.885712386	9.046320184	9.203216296	9.184973998	8.916789931	9.288093316	9.839688175	9.159509441	8.58661827	10.2464343	8.969781356	8.083595447	7.595522557	9.648908577	8.877721452	9.162343322	8.029551536	9.039341131
B4galnt2	5.72269416	7.420853319	6.38478005	7.309337876	5.85236446	5.29673454	5.071599653	5.189936544	5.188151644	5.569725001	5.62778483	5.608402195	5.396746332	5.582796834	5.413204789	5.480349148	5.436218485	5.597638434
B4galnt4	6.172408506	6.052466977	7.060630626	6.015466347	5.886384799	6.433052077	6.556713471	5.879076737	5.578724406	5.437161143	6.249806539	6.01952253	5.731760711	6.45219593	5.664143365	5.779816516	5.555551351	5.428351239
B4galt4	6.552690613	6.935900209	6.80547525	6.654964625	6.69814762	6.871889841	6.702285834	6.2733126	5.636463184	5.599659977	6.47634037	8.126890454	8.290723429	6.840230319	6.115010347	6.75277624	5.700300066	6.041953318
B4galt5	9.075070751	8.27627367	7.617404283	8.764870513	8.459394813	8.702761593	8.392746589	9.591706342	9.392942455	9.839341174	9.636940493	7.752189724	8.866718029	8.447522995	9.9517262	9.731630959	9.54010795	10.2095073
B4galt6	8.286636998	8.425276233	8.745928583	8.620946581	9.196020751	7.594154755	6.533793293	8.309634902	7.817987083	4.692073772	7.292464285	7.631003364	7.264807568	6.612896503	8.180244188	8.066944147	8.40505436	8.603145737
B4galt7	6.946636712	6.795540665	6.864024441	6.726651073	6.722656459	6.951136066	7.37070426	7.234700574	7.17627556	7.205673366	7.488407757	7.528548399	6.777516594	7.904984378	7.397907043	7.154713826	7.746455873	7.789599067
B530045E10Rik	5.236249598	4.752210691	5.090534086	4.88785179	4.952883326	5.174686045	4.871334411	4.712694818	4.816657727	4.852594841	5.25155626	4.997009321	4.737504701	4.953793696	4.756178226	4.667593188	4.644096619	4.439718427
B930036N10Rik	8.307648692	7.909318591	8.054988056	7.665325968	8.646941842	6.320314982	8.237468914	7.241807776	7.414980016	8.789971332	5.402314588	8.034970957	8.566406485	5.248567093	7.327341258	7.336866836	7.150001093	7.321976485
B930095G15Rik	6.10891435	5.952313762	5.881642947	6.091422163	5.973931278	5.920888742	5.508756116	5.751003924	5.659505994	5.820692113	6.380622967	6.429738694	6.652761814	6.114449278	5.821586074	5.777186481	5.648263137	5.506718295
Bace1	6.574421718	6.671534344	6.587288045	6.649635935	6.610893731	7.174892236	7.829734573	6.545925137	6.356511834	6.488674064	6.980405809	7.265123047	6.959541819	7.012049022	6.825217035	6.638704275	6.570200295	6.719504734
Bace2	6.189141587	5.67856493	5.495480003	5.716230948	5.549341416	5.43905459	5.627541666	5.436122963	5.686550017	5.509842553	6.433734814	5.91118663	5.743538306	6.85216243	5.739624014	5.565723081	5.575478739	5.575904255
Bach2	7.921068219	7.451179372	7.425357873	7.698851012	7.96427201	7.237662659	6.38063653	7.518443341	7.151166087	5.939026712	6.709180334	8.149001535	6.865681726	7.452426585	7.008589971	7.78130113	7.296700589	6.960056394
Baiap3	6.42399912	6.480226743	6.268733267	6.575393268	6.276951065	6.746492151	6.621596725	6.176124601	6.312412869	6.373446373	6.358864787	6.727862382	6.374066878	7.468316941	6.262721913	6.331111614	6.285101318	6.142061435
Bank1	5.981525042	9.156974149	9.896169051	8.714622973	9.907518602	6.425300679	5.47916372	8.473991825	8.607111797	5.007672433	7.442302017	7.970112986	10.97920295	6.537848156	7.208770524	7.603979373	8.060752305	6.561700867
BC005685	7.970371391	6.499168219	6.334747794	6.823940382	7.611911542	7.078379806	6.036688677	8.673910294	5.888115712	6.076613249	6.826158843	5.939350402	5.595629966	7.598912648	6.144818647	7.940748176	5.410283434	5.569486028
BC005764	6.907549877	6.573346121	6.359743286	6.688470981	6.727298328	7.050402656	8.638594113	6.831849802	7.094080502	6.451017091	6.475695337	7.120716881	6.62311819	7.069743513	7.158463939	6.911581738	6.892523793	7.086194975
BC013712	9.928969989	11.01579739	10.7328424	11.37795152	10.53334204	10.04083381	9.001174529	10.65704573	9.623900384	10.79412283	10.40938887	9.448251102	10.98406142	9.077300154	10.34858771	10.82638655	9.536509435	10.41042149
BC016423	8.04184283	8.144478532	8.500154092	8.276704392	8.4558451	8.040215461	7.058709013	8.216268275	8.368360948	8.519994982	7.871238395	7.795995251	8.930290368	7.702726796	7.775299488	8.179576237	7.505133507	7.712363979
BC016579	4.858082975	4.668034004	4.412106949	4.664152849	4.178741726	4.773194605	5.234483437	4.455544225	4.465217014	5.541712034	4.815670205	4.656160732	4.544763562	5.164502714	4.571893178	4.520837082	4.261585974	4.469065438
BC017612	5.955254674	5.736046034	5.607375972	5.561612539	5.498278317	5.336194109	5.962505066	5.688365021	5.858258729	5.481127766	5.480772432	5.710968943	5.958210875	5.74675615	5.602681546	5.745372702	5.583252294	5.490340145
BC021614	6.493737788	6.034045098	6.32414685	6.076346378	7.170600505	6.742535129	6.506693967	6.046559451	5.104029076	5.541669707	6.191286276	5.509455162	6.704267949	7.822923535	5.466064766	6.136250868	5.228840491	5.196024687
BC025920	4.742758092	4.748372672	4.964290363	4.745416179	4.735359702	4.69676171	4.80362486	4.976985248	4.850634426	4.545974545	5.062095801	4.654540561	4.729023377	4.844842575	4.728154533	4.98572204	4.691591856	4.852962643
BC028528	8.09099074	8.811206249	9.233380931	8.571613581	9.27158082	8.643123295	8.398131432	10.03824704	9.296325322	6.620230091	8.231897481	7.737990671	7.232103331	6.749801061	9.903718492	10.35533058	9.211916678	9.904178386
BC037703	5.775601063	6.927827137	7.350634388	6.657220897	7.192811795	6.148611821	5.789599719	5.39899331	5.582029046	5.487432753	5.628143664	5.804900253	5.687348153	5.672637487	5.517053077	5.410806911	5.693973814	5.536277785
BC043934	5.476268264	5.132254997	5.301948171	5.286580863	5.236015723	5.43031873	5.321272722	5.273052074	5.549824191	5.136355469	5.202131662	6.325184907	5.693448857	5.584015421	5.496480459	5.170465911	5.703019465	5.954533675
BC048355	6.583574742	6.544874044	6.313605029	6.453054934	6.426176848	6.812471913	9.093077352	6.580217859	7.46598616	6.354049514	6.737859112	6.671980206	6.448139989	6.67776685	6.534063159	6.324381595	6.691445762	6.199370689
BC055004	5.197877183	7.533081474	8.029804651	7.283192325	8.791762118	5.634707971	5.543209213	6.955780465	8.607927737	4.431121473	6.548910509	4.616071419	7.106880451	4.563371712	6.939994823	7.158929747	6.719687255	6.634383683
BC094916	3.653919873	4.891544348	4.599401966	5.003678687	5.041216694	4.779238705	3.991747066	4.747636242	4.297903049	4.025961931	6.3057061	4.233939175	5.184907072	5.194640646	4.879496665	4.763156584	4.159397759	4.536481914
BC100530	4.049334532	3.903395042	3.839149067	3.932441549	3.868562322	4.082630214	3.970289225	3.853849308	3.886276995	3.822519421	4.051285085	4.116561606	3.986896303	4.352447809	3.976818798	3.905588377	3.749173101	3.932130481
BC106179	6.222494501	5.99978358	5.991320673	6.056994755	5.951107034	5.907822035	5.741744712	5.988640762	5.956865153	6.071291446	5.401039917	6.327373597	6.356636835	5.814561959	6.113039918	5.839213028	5.91659766	5.754692458
Bcam	7.046892626	6.834000399	6.393610607	6.796841388	6.358798517	7.383177656	6.901242222	10.09886534	10.20426855	6.984606818	6.710758228	6.97456258	6.455478469	7.350331929	8.776144136	8.301180947	9.311568809	6.586824279
Bcar3	7.975349601	6.583012794	6.005647003	6.670641734	6.641218264	6.220751711	5.912428718	6.339771632	6.030664929	10.78766299	6.468875704	6.326406116	5.84110345	6.464980229	8.865412533	7.194573018	8.019692464	9.102987872
Bcat1	5.93579563	5.709680761	5.652341849	5.810222004	5.669111261	6.150488596	5.965496486	5.675570381	5.745184436	5.578716356	6.113935901	6.191590285	5.883375622	6.535425471	5.820752522	5.661080686	5.95577388	5.768678374
Bcl11a	7.389180877	6.673361376	6.403876347	7.162174027	6.757325733	9.577412211	9.385796698	6.99350643	6.438122597	6.285198131	8.040092964	6.881661356	6.415058914	8.579380433	6.537546643	7.92282996	6.640459938	6.761896019
Bcl11b	6.8966866	6.661128204	6.449509023	6.756435565	6.304589891	6.859653427	6.739335527	6.267159345	6.237121348	6.409247225	6.746920033	7.150837872	6.422805412	7.236511274	6.318747055	6.26011601	6.481446954	6.338782132
Bcl2	7.479942306	7.348570821	7.675332755	7.378086512	7.593244698	6.804022573	7.406513994	7.091032627	7.232714793	6.149791145	7.137352894	6.487548518	6.16525675	8.368298882	6.939188174	7.099138076	7.188344873	6.499935687
Bcl2a1a	11.13870109	10.86741202	10.9001555	10.75101	10.62427153	9.001003761	7.171487743	9.397146368	8.359316174	10.97315307	7.509771442	9.254893503	9.874107733	7.929364646	9.570155506	8.478162353	9.624855392	9.903459467
Bcl2a1b	11.38083186	11.01969594	10.98796911	10.93100209	10.71978091	9.07309667	7.306725222	9.472297471	8.540235001	11.25829095	7.558766612	8.883730264	9.915575475	7.975894099	9.759615759	8.562837191	9.849334255	10.04860743
Bcl2a1c	9.691393968	9.584656553	9.456027553	9.650228007	9.091537628	7.737537712	5.993643418	8.196890432	7.34975803	9.595793364	5.908319358	8.432985289	8.384098316	6.686931871	8.491824509	7.093100247	8.660345378	8.770009811
Bcl2a1d	11.33111896	11.04782721	11.04749538	10.94236561	10.78888965	9.225865238	7.419574846	9.530381755	8.591288704	11.18056495	7.63865746	9.26249807	9.956477561	8.158908294	9.792692756	8.739085924	9.851137536	10.00841261
Bcl2l1	8.328908253	7.726981206	7.530562401	7.910108122	7.734067241	6.792254755	7.818842467	7.210530111	7.871301551	8.221069559	7.240134458	8.935789149	7.583644187	7.659922775	7.942674014	6.980453032	8.751423997	8.058648951
Bcl2l11	8.814215537	8.722374316	8.765891824	8.961468723	9.048301587	7.765835718	7.265743489	8.292938615	8.155768625	8.870966642	7.913541395	7.818888897	7.690452715	7.704038495	9.24121017	8.374788386	8.663713691	9.767730433
Bcl2l14	6.014551686	6.710252663	6.470956765	6.567713895	5.842583167	6.703013464	5.718830118	5.529915666	5.525695149	5.369469973	6.06317502	5.779937302	5.539856721	6.484716576	5.505026027	5.689046574	5.525920611	5.541276312
Bcl3	8.493181567	8.462412498	8.162982313	8.97541531	8.788703653	9.231021686	7.472953973	8.453819481	7.836401568	6.925554835	9.254377557	7.394844219	8.131913536	8.381568258	8.303757769	8.80530514	7.67854615	8.187419216
Bcl7a	7.105698504	7.020268275	6.666475612	6.888861947	6.892710861	7.379333742	7.766839168	6.595872105	6.909056218	6.721768645	6.734570085	7.482524565	6.653258785	7.683295377	6.734145527	6.717815317	6.84194084	6.63713781
Bcl9l	7.438402231	7.176721444	7.077143639	7.224052337	7.371266809	7.491146403	7.487069855	6.964269237	7.223415792	7.536028803	7.197663933	8.295882785	7.926212762	7.7422744	7.182024817	7.227694232	7.107936107	7.095455046
Bclp2	4.150994207	4.17967824	4.012102512	4.208086057	3.983092108	6.988917544	4.18462413	4.123332354	4.155260805	4.031850966	4.890612063	4.085537964	4.230846015	5.262989321	4.120241334	4.149484295	3.946325377	3.988890663
Bco2	6.674419691	7.288118355	7.934658786	7.007743249	7.148202203	6.031588181	5.02731037	6.632796525	6.364185444	5.188684445	6.351444589	8.614158914	7.814934458	5.555607587	5.63245048	5.869321985	6.667570008	5.283068592
Bcr	7.840324749	7.265425409	6.968754331	7.342182255	7.144739806	7.912567238	8.175495659	7.155709436	7.042438599	7.098311468	7.643124919	7.68385503	6.872873074	8.230627657	7.277159052	7.265369693	7.291714975	7.140429321
Bdh1	6.547463711	6.260550288	5.843739475	6.275859577	5.922257325	6.227766101	6.291893286	5.968518581	6.005358066	6.388618355	6.423957114	6.446558966	5.915360752	6.629570823	5.821617535	5.541098681	6.01193091	5.617242641
Bend5	5.715071053	5.626769108	5.567820081	5.697266463	5.703408059	5.880991564	6.08351904	5.462311946	5.783980414	5.463538541	6.080790885	6.635684267	5.814497445	5.753942762	5.55528752	5.48136676	5.76670911	5.589744515
Bet1	7.040379596	7.787961637	7.710759409	7.389584019	7.808672711	7.767731923	7.918232964	8.64993275	8.874475471	7.725879504	7.84336396	7.396582235	7.570418909	6.76059355	8.125927428	8.37676413	8.661308878	8.23539216
Bex1	3.85429493	3.667764422	3.363733785	3.500359108	3.734809319	4.438362722	4.719112235	3.244648619	3.350181329	3.341734368	4.705673853	3.471300201	3.269721405	4.352387777	4.126309377	3.522164584	3.494744138	6.624919711
Bex4	4.477360003	3.842234672	3.789712859	3.80322962	3.819700879	4.215247587	4.788913615	3.721084603	3.903530014	3.661035067	4.458247467	4.059418734	3.801951886	4.362911677	3.840134204	3.885645944	3.910879737	4.100927203
Bex6	4.416001979	4.067150365	4.01211784	4.183158953	4.018927882	6.938144033	6.197961688	5.23051046	4.190111752	4.080202842	6.149394531	4.265194326	4.24247548	5.396123517	4.389963682	5.326262886	4.258837981	4.171052001
Bfsp2	6.122628203	5.732432701	5.614875135	5.836819167	5.699493333	6.364533038	6.449077644	5.613104321	5.727465798	5.564153556	6.118310924	6.00603391	5.648768369	6.716018942	5.697772893	5.605241457	5.597115965	5.509830943
Bgn	6.829457001	7.343210815	6.521245288	7.591094243	6.695357484	5.627449254	6.216996065	5.385655362	5.230568099	5.695445463	5.915836366	5.790132552	5.704517885	5.580097233	5.326338398	5.492553969	5.363494677	5.417004085
Bhlhb9	5.1844509	5.006557228	4.92795942	4.995045764	5.28138149	5.465120672	6.658237194	5.318361435	5.428718603	6.392004232	4.702754495	5.93130642	5.044998759	5.855508885	5.586912828	5.429968505	5.316190403	5.344125438
Bhlhe40	10.3748323	10.24392415	10.05146304	10.7594268	9.18853356	8.737673581	6.639985059	9.538953639	9.893367419	10.23476978	7.409760898	5.749351908	9.132167754	9.044062917	8.844328214	9.336636207	9.810749363	9.276077323
