	PRET.DN2.TH	PRET.DN2-3.TH	PRET.DN2A.TH	PRET.DN2B.TH	PRET.DN3-4.TH	PRET.DN3A.TH	PRET.DN3B.TH	PRET.ETP.TH	PRET.ETP-2A.TH	T.4.LN.BDC	T.4.PA.BDC	T.4.PLN.BDC	T.4+8INT.TH	T.4FP3-.SP	T.4FP3+25+.AA	T.4FP3+25+.LN	T.4FP3+25+.SP	T.4INT8+.TH	T.4MEM.LN	T.4MEM.SP	T.4MEM44H62L.LN	T.4MEM44H62L.SP	T.4NVE.LN	T.4NVE.MLN	T.4NVE.PP	T.4NVE.SP	T.4SP24-.TH	T.4SP24INT.TH	T.4SP69+.TH	T.8EFF.SP.OT1.12HR.LISOVA	T.8EFF.SP.OT1.24HR.LISOVA	T.8EFF.SP.OT1.48HR.LISOVA	T.8EFF.SP.OT1.D10.LISOVA	T.8EFF.SP.OT1.D15.LISOVA	T.8EFF.SP.OT1.D15.VSVOVA	T.8EFF.SP.OT1.D5.VSVOVA	T.8EFF.SP.OT1.D6.LISOVA	T.8EFF.SP.OT1.D6.VSVOVA	T.8EFF.SP.OT1.D8.LISOVA	T.8EFF.SP.OT1.D8.VSVOVA	T.8MEM.LN	T.8MEM.SP	T.8MEM.SP.OT1.D100.LISOVA	T.8MEM.SP.OT1.D106.VSVOVA	T.8MEM.SP.OT1.D45.LISOVA	T.8MEM.SP.OT1.D45.VSVOVA	T.8NVE.LN	T.8NVE.MLN	T.8NVE.PP	T.8NVE.SP	T.8NVE.SP.OT1	T.8SP24-.TH	T.8SP24INT.TH	T.8SP69+.TH	T.DN4.TH	T.DP.TH	T.DP69+.TH	T.DPBL.TH	T.DPSM.TH	T.ISP.TH
Nol8	8.177315879	7.43834983	8.349894451	8.142879777	9.238539209	7.723876607	8.384104074	8.366150829	8.61354344	8.144696307	8.781747222	7.953832876	8.703822845	8.328165818	8.047033547	8.845744591	7.978176463	8.683513767	7.903094122	8.14539096	8.174366134	8.437397683	8.247151382	8.127781662	9.523621054	8.891990449	8.162339965	7.441757069	8.006357312	9.762010229	9.499555791	9.095993231	9.078065925	8.951602073	8.793826321	8.761560429	8.893435731	8.530848475	8.774555156	8.792718293	8.430919017	9.012766148	9.225898528	8.838147998	8.782042865	8.988273403	8.609953879	8.899100992	9.312831386	7.928644504	9.333064461	8.077337544	8.811910674	8.206674804	8.412975113	8.020165653	7.742834651	8.169079508	8.190908808	8.998326029
Nop10	9.353243664	8.48614377	10.18054262	9.825883232	9.552488061	8.680591368	9.564761632	9.545673439	8.801240155	7.936338377	7.755682435	8.316476744	6.809082545	7.834090917	7.75701102	8.986435492	7.382513794	7.359380019	7.512488175	7.793241303	7.661339404	7.817429478	8.473908375	7.613799285	7.570217755	9.030594655	8.396198172	8.026952545	7.884622951	9.639135068	10.13978488	10.11663338	7.278242836	7.07049631	6.792121327	7.639857032	7.562534241	6.604811662	6.77797547	7.035080964	7.844312624	8.272781239	8.257514662	7.274773224	8.411327938	7.39449785	8.572377613	7.940577101	7.504296491	7.717751354	9.090040504	8.660158045	8.088031144	8.128989124	9.059606024	6.599336145	7.475969538	7.810859716	6.595139102	9.294160989
Nop16	9.55529519	9.301613481	9.471723778	9.189871248	9.730723669	9.337046642	9.900382206	9.275121461	9.275363183	8.058265619	8.522943582	8.222079213	7.940778513	8.076147706	7.763296259	8.719530516	8.198352706	8.21855355	7.840227591	7.74602539	8.212888832	7.855018773	8.232867937	8.004336963	8.102592787	8.434520751	8.388367366	8.314714499	8.229503968	10.33060814	10.47066511	10.21336964	7.583375415	7.71034681	7.812287068	7.942903472	7.741048724	7.585529699	7.311289365	7.397610179	8.341477905	8.244990096	8.146017372	7.685853621	8.07823702	7.755010171	8.456917966	8.455930615	8.059085014	8.000178448	8.83242159	8.467696565	8.029342633	8.355642836	9.469351825	7.32278354	8.120914001	7.80355964	7.676058853	8.9329218
Nop2	9.266165689	9.16328902	9.44123623	8.98441148	9.487203339	9.21141121	10.10549104	9.146405581	8.814848231	8.57828261	8.945295609	8.582119772	8.232155629	8.62641991	8.176834368	8.718368134	8.589008765	8.67733957	8.284076365	8.297387089	8.678443802	8.271079347	8.691207628	8.460250143	8.556965613	8.716429204	8.682389648	8.592316	8.614632309	10.78691899	10.58717197	10.47304964	7.963260055	8.126640983	8.13321184	8.560893752	8.40126581	7.902727027	7.927392402	7.982014148	8.960549261	8.836192829	8.355774372	8.377186883	8.240410697	8.451725444	9.00784573	8.921227339	8.209890657	8.632730618	8.90141883	9.084162883	8.678610819	8.784031361	9.377650576	7.667631032	8.627268059	8.094461298	7.656122586	9.556012618
Nop56	10.93160267	10.84488595	11.0335738	10.75326439	10.99200205	10.71074265	11.24272773	10.6663348	10.55718409	9.606778593	9.963013021	9.407179443	9.065171603	9.266026974	9.512269823	10.16935132	9.456806252	9.826987532	9.031611521	9.235626071	9.310686013	9.384387251	9.677026136	9.285254166	9.672511176	10.06780356	9.569687221	9.431846692	9.513535487	11.90706505	11.73797724	11.6790161	9.244735502	9.095509814	9.069339262	9.783038438	9.467167173	8.718865499	8.715329765	8.925439316	9.703740901	9.827126032	10.00794596	9.589934041	9.680069725	9.465696384	9.875163094	9.821415947	9.476535741	9.395320982	10.20319137	9.942978273	9.919870586	9.84554666	10.92017637	9.114497083	9.429195745	9.57645046	8.900218556	10.64809023
Nop58	10.21624487	9.240332816	10.53851775	10.31818322	10.53071321	9.109370659	10.50421504	10.28519293	10.26347309	8.467298639	9.298897233	8.54203603	8.591563361	8.219466227	9.116344655	9.667563563	8.483024698	9.226958579	8.163551732	8.708544209	8.66062657	8.279929649	8.669548637	8.346971954	9.280120831	9.285109662	8.793849075	8.320017363	8.368773877	11.55589885	11.42721797	11.09215533	8.069681762	8.044151282	8.06961947	9.341923499	8.872615889	7.666288634	7.730777155	7.863859179	8.630217972	9.351929433	9.141612796	8.799181714	8.888291956	8.776631958	9.013531676	9.039912626	8.78120232	8.227259898	9.840795439	8.99495123	9.441279084	8.978968853	10.07207078	7.171005283	8.185331876	9.541481928	7.451531492	10.87022062
Nos1ap	6.794580055	6.616817142	6.701255858	6.64226763	6.895528025	6.904369689	6.815381588	7.125992671	7.139612231	7.049376284	7.004681156	6.912134468	7.053851687	6.915169506	6.946408822	6.639452622	6.85871335	6.936517022	7.00208514	6.919081413	6.717658603	6.873147955	6.922353672	7.011174319	6.955474972	6.804131021	6.904808407	6.922407591	6.873229179	6.897724873	6.910918502	6.823534749	7.101009175	6.994271965	7.377831298	6.865894077	6.809686682	7.183473281	6.961106223	7.073767759	6.99424028	6.970971344	7.008719933	7.125707404	6.944981398	6.798618682	6.837654422	7.051975636	7.117436011	7.007706441	6.839136587	6.801989812	6.84431116	6.997057134	6.855366853	7.171949698	6.966472382	6.824051588	7.12228204	6.72174723
Nostrin	4.359760101	4.272620455	3.989102667	4.540086181	4.642716973	4.154707414	4.250532136	4.340567017	4.25300218	4.778995255	4.575920386	4.375766969	4.513614966	4.560543777	4.768916516	4.267136243	4.706679732	4.48357504	4.25758396	4.207887647	4.53664561	4.269030652	4.264771606	4.51095981	4.240665419	4.214837815	4.21556212	4.254248847	4.104842632	4.386240744	4.372450688	4.497085389	4.583934214	4.69372669	4.776456721	4.345252061	4.442667091	4.578349039	4.568506437	4.593313928	4.640977548	4.403131355	4.41770177	4.914258349	4.508558591	4.289544324	4.293998203	4.47379124	4.704827709	4.74857215	4.260010596	4.158899797	4.325762967	4.529202516	4.542656335	4.808524062	4.509104626	4.674168723	4.475610229	4.268389477
Notch1	11.34093903	11.71352685	11.29641089	11.29096649	10.81982774	12.52957369	11.4605055	11.47443687	11.76504879	10.09366585	10.03445117	10.05284094	9.350548887	10.07061241	9.690764934	10.03218696	10.12175295	10.03784708	10.14013275	10.1447113	10.19157778	9.929344918	10.34374417	9.964866583	9.854909358	9.988607935	10.44706128	10.1387054	10.1371557	9.873946456	9.357851875	8.803844229	9.882419954	9.697729925	9.420549141	9.643455185	9.620875092	9.562290259	9.663334953	9.922668142	9.751348785	9.890064252	9.589760429	9.433614441	9.591811978	9.934084122	10.55837466	10.36693843	10.04660192	10.42036829	9.998883593	10.57692893	10.05630629	10.18340583	10.68996278	10.03703009	9.547800103	10.64673462	9.660521931	11.07756064
Notch3	8.130637484	9.070343975	7.881978707	8.557714883	7.991813379	11.18354846	8.83007528	6.965049284	7.238585781	6.628168458	6.625641637	6.376942649	6.972698015	6.710719663	6.534289911	6.387043676	6.722722845	7.420178075	6.654201604	6.437873003	6.657420879	6.696687536	6.462659314	6.667140407	6.664300074	6.545741772	6.585917469	6.716499856	6.935371345	6.587321981	6.480435322	6.561138226	7.402186091	6.914801684	6.985574999	6.680228699	7.026501679	6.923631346	7.641370932	6.831818985	6.747060617	6.753015237	6.878229565	6.945344922	6.992302221	6.763331452	6.668471849	6.593532553	6.883856603	6.813333566	6.363244098	6.612061493	7.002234071	7.19424074	7.934153187	7.565771562	6.950063979	8.275547367	7.55180258	8.266631333
Notch4	5.895440776	6.137586517	5.963190875	6.053198243	6.252823726	6.213186541	6.233251527	5.989990473	6.221347377	6.354995702	6.444136128	6.497827892	6.772444347	6.179851381	6.358035168	6.07110978	6.35640443	6.607073812	6.331750593	6.365690205	6.292408759	6.223130969	6.448096477	6.521406235	6.524020566	6.166343879	6.35856857	6.296962079	6.540003497	6.131388502	6.121338037	6.143481176	6.407314791	6.471002071	6.893219002	6.347195547	6.077732219	6.744280867	6.37095529	6.657711452	6.488277197	6.525562047	6.414414639	6.708523173	6.43775124	6.341766979	6.238832707	6.326216738	6.688768303	6.538522127	6.018897475	6.144180324	6.227258454	6.139553399	6.24103041	6.405564138	6.363093963	6.102320091	6.50497202	5.88046677
Npas2	4.824593063	5.162455783	4.728802135	4.880896087	5.094148785	6.85197719	5.123037073	4.867667525	4.721181235	5.208228505	5.098670097	4.93423498	5.331389933	5.179580052	5.92357866	4.973274516	4.981140261	4.991317757	5.487845392	5.940487053	6.168853269	6.320065215	5.24965771	5.141352403	5.02762738	5.168858616	5.255048718	5.554089449	5.312760759	4.867545629	4.771253513	4.714325207	4.971005461	5.191675818	5.380822938	4.749621863	4.82163029	5.10477136	4.930432999	5.001950827	5.040812084	5.076744351	5.100669347	5.513498641	4.759621917	5.145663871	4.728123688	4.848200606	5.080565289	5.198199455	4.688021792	4.733455579	4.791699484	5.022200599	5.081484503	6.026047537	5.405494363	5.231262149	6.296169207	4.8064478
Nphs2	5.230101798	5.183657214	5.058571932	5.16472595	5.515448593	5.500971972	5.549262547	5.256634553	5.219178203	5.549917607	5.569314876	5.569129522	5.927561492	5.547291468	5.272926457	5.012620815	5.561842383	5.959548387	5.197149841	5.287453825	5.29656998	5.234106564	5.151377189	5.388389323	5.428942996	5.221098891	5.559450004	5.380559767	5.29806929	5.12236902	5.268370761	5.143068874	5.130994	5.470330782	5.668899163	5.427948035	5.181509428	5.574751443	5.445034716	5.347437708	5.590757693	5.438933759	5.328232104	5.382328325	5.187274863	5.194257815	5.403116582	5.480433168	5.626618246	5.446413947	5.136499026	5.307541459	5.654623618	5.830083734	5.66499759	6.85214911	5.406668181	6.524394924	7.492872507	5.593183434
Npl	7.59239873	6.966340481	7.667883967	6.745277003	6.372260873	6.046107577	6.256390498	7.563300013	7.210096099	5.062364962	5.241939308	5.172143442	5.519269308	5.442866108	5.064494885	4.957283165	5.284197621	5.251688799	5.14376074	5.048162061	5.296413355	5.217706365	5.245046842	5.238351234	5.34212624	5.038599696	5.143707688	5.089804612	5.291863825	5.046333895	5.070654084	5.195873157	5.41543644	5.356164943	5.434071056	5.206187361	5.036863743	5.409880803	5.177638791	5.209099797	5.527971113	5.152547158	5.231863729	5.446214868	4.998224844	4.950524404	5.027205668	5.145745377	5.7669202	5.38626604	5.158320868	5.065563695	5.127111846	5.124864358	5.924516414	5.54103258	5.267957709	5.504444547	5.443375687	5.850457741
Npr2	5.429422922	5.400795775	5.351587696	5.137644917	5.039467438	5.221982741	4.80488649	5.865382734	5.798438103	5.24318795	5.276412915	5.205306487	5.431071314	5.141288362	5.199058497	4.852628131	5.186548097	5.25697289	5.226852721	5.004709617	5.098468687	5.106854983	5.23217466	5.182342704	5.539845867	5.042268952	5.217207447	5.247592111	5.292650478	5.112651486	4.955489502	4.973018832	5.181590259	5.513894947	5.539898584	4.974318216	5.074552532	5.552735692	5.17145505	5.308778295	5.481883368	4.983551537	5.135592327	5.471962912	5.075025545	5.142327658	5.089232593	5.00991444	5.641742537	5.585322128	5.023908824	5.066974633	5.055847832	5.14748716	5.140773204	5.496136345	5.260512496	4.926633622	5.335208108	4.891153437
Npy1r	4.199656642	4.333903121	4.22897257	4.143083163	4.714197885	4.394925655	4.438428153	4.097293346	4.283451413	4.135220183	4.086643667	4.233208058	4.583996373	4.394502709	4.256004204	4.155617023	4.296927216	4.201759307	4.364565429	4.220079681	4.167213394	4.171041322	4.349091585	4.257950981	4.355548435	4.435975226	4.345256792	4.119654978	4.224791482	4.204252901	4.143115825	4.145693757	4.457327247	4.270075381	4.557024029	4.275021951	4.197097405	4.264641514	4.098865867	4.233530204	4.610757142	4.105862425	4.155231116	4.37020265	4.561436122	4.086647913	4.231422168	4.313180537	4.611571762	4.704464397	4.155943478	4.218313624	4.122040401	4.230679528	4.246453693	4.961817773	4.474816731	4.240204915	4.522126911	4.426895377
Nqo1	5.289495141	4.836027625	5.540007115	5.391973883	4.690486006	4.643292467	4.439066784	4.960392778	5.115114417	4.549962772	4.262324155	4.566547287	4.697775672	4.457961944	4.653191895	4.330534499	5.057807652	4.572758324	4.742318869	4.522116446	4.551027859	4.707383062	4.675883662	4.572827029	4.723359235	4.549465873	4.788522154	4.61323106	4.713276068	4.480756279	4.505213449	4.564128145	4.422757766	5.027195345	4.766939629	5.007591709	4.605373828	5.019934636	4.912319329	4.592851669	5.231872687	4.78364523	4.617423874	4.943330629	4.829999199	4.64653135	4.673827752	4.559232782	4.982823255	4.649374032	4.482065213	4.69033328	4.468859144	4.567231061	4.558810482	4.914859474	4.572691638	4.393903515	4.700574733	4.6267876
Nr1d1	6.658031492	6.96263462	6.767387313	6.412656215	6.903493461	7.384923589	7.198970455	7.107126038	7.136222153	6.709201936	6.401186723	6.601104185	6.731614556	6.728135029	8.107899676	6.633560051	7.053226487	6.34077766	6.863430132	6.956734693	6.945586636	7.314628256	6.769453074	6.727327375	6.546081075	6.376162732	6.790923613	6.664902333	6.628394989	6.557279883	6.448065082	6.270548564	6.538083887	6.92276793	7.172902495	6.116794462	5.973073187	6.516444382	6.320164525	6.335423109	7.104347144	6.846512538	7.424101608	7.308983775	7.429462398	7.427908379	6.855195731	6.817980476	6.761922606	6.990122499	6.629295414	6.559122119	6.058326599	6.593283547	6.686872592	6.983008781	6.44554353	6.271855786	7.355687906	6.523131697
Nr1d2	7.327396054	7.423618087	7.829082734	8.021998214	7.783209767	7.656484692	7.715457559	8.480676989	8.133143497	7.645368063	7.331329018	7.29273237	7.206202667	7.659930028	9.334420565	8.586589624	7.882354481	6.934273123	7.335546378	8.030278504	8.002148541	8.294952745	7.525398915	7.581996419	7.671828339	8.023587623	7.117035596	7.019501403	7.173587532	7.898701947	8.002130346	7.003542086	8.653139456	8.87742883	8.77760826	6.538629209	7.051216555	6.952523056	8.057812345	8.276675162	7.60737643	7.947426935	9.199264669	8.752485186	9.252354392	8.97032422	7.871057335	7.92585526	7.9097991	7.654290886	8.27944808	7.135935996	6.86878758	6.949015034	7.381769035	7.638377023	6.996461436	6.923558853	8.048119001	7.190442348
Nr1h3	5.520634918	5.799398198	5.545406251	5.682810637	5.642609162	5.866840407	5.568325034	5.566218473	5.85210249	6.123556534	6.17574514	5.980572226	5.788224573	6.16252829	5.836007421	5.656366702	5.941227235	5.883886329	5.972973661	5.984896145	5.689454792	5.796326064	5.923520822	6.072029318	6.065377357	5.899032998	5.809308965	6.090346056	5.990346048	5.801149169	5.803345878	5.704155418	6.225552582	6.217353521	6.235913702	5.982485596	5.9077143	6.197568599	6.060230448	6.272253414	6.152751297	5.967852588	5.950196211	6.197257983	6.049626412	6.119918453	5.80098702	5.91535119	6.140576223	6.147139107	5.727067288	5.991254257	5.798822131	6.089240362	5.730897137	5.98289245	6.040126764	5.803799626	6.227286697	5.657050194
Nr3c2	4.665316966	4.716348944	4.591721299	4.533416953	4.930145948	4.817672711	4.922706889	4.674453119	4.737770574	4.86209923	4.786572839	4.943658824	5.195120519	4.982153944	5.488056489	5.432620958	5.01062321	4.858276137	5.157197352	5.327583182	5.452738186	5.349702603	5.122856288	5.071955691	4.97766688	4.859822986	4.926329998	5.001880289	5.014443078	4.770411502	4.774665842	4.674985974	4.971998707	4.995293051	5.267820414	4.765902445	4.720904081	5.076677377	4.967406885	4.936892302	5.158157918	5.029582454	4.98305744	5.255670674	5.150525152	4.954982598	5.023283449	4.787644897	5.24539805	5.416905031	4.684422297	4.820681052	4.676645412	4.90279555	4.751228037	5.300044386	5.087119099	4.845116993	4.966356633	4.731550749
Nr4a1	9.75048575	9.095452804	12.02111025	11.62804494	8.304672417	7.934253265	8.993774923	12.36856533	12.11738207	9.145129463	11.80553567	10.73756917	10.88111649	9.519226645	12.84411711	10.14533385	10.39103603	11.26506466	10.14916938	9.578203848	10.05052356	9.314307329	9.127919369	9.128405368	9.721797376	9.859125175	10.4874618	11.66209439	11.52004276	11.43872637	10.98076982	8.491399778	7.415405452	7.119979647	6.954879683	7.798235896	7.856547538	6.97612607	7.351570324	7.02072035	7.920895092	8.147543635	6.783224394	6.837021085	7.516348905	6.809086833	8.136945499	8.198407715	7.962254793	8.47784055	8.650558148	8.703427671	10.73447039	10.64543685	10.83223659	9.081117403	12.30407083	7.378049147	9.423024841	7.905167751
Nr4a2	7.284517218	6.881135991	8.899574595	8.74946488	6.315289673	5.926153646	6.227593483	9.184518591	8.968759514	6.000259211	8.298323123	6.36853498	6.585555988	6.025347044	10.04556019	5.893103292	6.474591791	6.780226534	6.314241534	6.284942826	6.768546056	6.744347252	5.71548799	5.952765316	6.093694324	5.931417727	6.065639803	6.155336374	6.405737711	8.891643983	8.136190874	6.350789823	6.185999975	6.30766349	6.682406855	6.608870832	6.16540282	6.731695101	6.23231411	6.372702576	6.179734629	6.084057885	5.807009664	6.735080068	6.896366314	6.258797789	5.938814276	5.970592173	6.359144541	6.23756818	5.818011164	6.184529584	6.786963088	6.973377848	7.194164226	6.281662399	7.106689953	5.856950842	5.937064207	5.878780917
Nr4a3	5.887997156	6.066857705	8.283951859	8.612639454	5.739224348	5.416925292	5.670646808	8.151946061	8.096973894	6.551366306	10.40474046	8.644356838	7.909195863	7.047021365	11.21114689	8.041548185	7.856841936	8.586616268	7.811654053	7.213317468	8.344245746	7.394968799	6.873214001	6.61542954	6.986789764	7.254763619	7.975334982	8.951548748	9.066596198	10.39165668	9.855962609	6.720757277	6.137977513	6.471728857	6.423453795	6.118227506	6.063806348	6.065453834	5.957445693	6.12148724	6.466898973	6.246397952	6.578834582	6.291925815	6.870825199	6.542878647	6.728705104	6.421878564	6.242260146	6.56611545	6.853532467	6.889343739	8.448872188	8.36018706	8.251873231	6.019587022	10.03976013	5.479872938	6.097309501	5.336063158
Nrarp	7.848096256	6.987195216	8.397886797	7.354605107	6.392332308	6.450202247	6.823102668	8.481483686	8.066877881	5.829808977	5.718121842	5.951164242	5.718075708	6.169293684	6.138459539	6.567160061	6.437604779	5.969914094	6.282295232	5.877363898	6.662588629	6.723260472	6.492249516	6.756405985	6.5935211	5.881520857	6.357594816	5.791827092	5.674921966	5.754895517	5.749745204	5.927696197	7.125623208	7.483986096	7.295750571	6.989899674	7.660920063	6.977572632	7.20761178	7.430783985	7.70746152	7.238478623	7.392044029	7.425066065	7.258306914	7.330493865	6.379969188	6.20805028	6.307353231	6.186034982	5.715610623	6.639058956	5.937932055	5.808826922	6.291931339	6.198822835	5.962499668	6.99425914	6.016268987	6.401032519
Nrgn	8.749055525	8.10460845	8.3142021	7.574554929	7.253828265	6.784159758	6.970431886	8.275057192	8.814336682	6.742388489	6.645368063	6.723677325	7.269334611	6.629267238	7.145268498	6.31229971	6.731678133	7.057297186	7.415368831	6.908284127	7.181678374	7.197129522	6.734900612	6.742634153	6.948502149	6.524565221	7.423361627	7.545956017	7.89978871	6.688167301	6.613124462	6.528374404	6.629703408	6.83882574	7.207081205	6.963280287	6.675464528	6.988341202	6.663194687	6.762471515	7.01465322	6.543721158	6.909937474	7.274987486	7.142858085	6.593397099	6.625295333	6.708789613	7.052385461	7.039405291	6.131642298	6.678262561	6.596022737	6.923154331	8.063834025	7.118735552	7.770080862	6.529161903	6.967812249	6.540153359
Nrip1	8.85420723	9.186278809	8.896712481	9.358639114	8.767648178	8.901208326	8.756554766	8.857612605	9.033392716	8.942751025	10.36433671	9.341626155	8.893701668	8.763374613	10.01274394	8.679270131	9.115908358	8.723330676	8.75821333	9.100938763	8.704117944	8.856139451	8.590976457	8.895859704	9.039096572	8.8721665	8.56406398	8.946594899	8.999020683	8.479617666	8.387384801	8.189055575	7.945953713	7.85806743	7.789059842	8.05618953	7.953702335	7.524588204	8.087873491	7.888948174	7.707973355	8.155377699	7.745972523	7.54264963	7.799837219	7.791170704	8.240522004	8.564788048	8.367802913	8.092662015	8.411463533	8.192041739	8.748138496	8.588728126	8.887955436	9.399219667	9.538038154	8.901404549	9.745929791	8.450930652
Nrn1	4.420239844	4.633329486	4.391530596	4.635687652	4.643565698	4.655344195	4.447821609	4.620083921	4.600807928	4.830444642	5.081654927	5.396900425	5.186504519	4.850439404	8.334092537	7.852890671	8.28590222	5.315967084	7.466500419	7.926817031	7.083609098	5.950896835	4.93094072	4.977264657	5.060289542	5.412097268	5.421842667	5.317342663	5.401064954	4.728130946	4.839981416	4.764643395	4.847958501	5.195194028	5.097438034	5.084040163	4.703456972	5.501838246	5.077435288	5.130568504	5.449975086	5.146029256	4.859608498	5.162073045	5.17397289	5.071217781	4.960939476	4.866459641	5.464840317	5.40907747	4.794055364	4.996079866	5.171807292	5.340518356	4.39492794	5.109056831	5.022924068	4.585004579	5.066506866	4.405300335
