	MO.6C+II-.BL	MO.6C+II-.BM	MO.6C+II-.LN	MO.6C+II+.BL	MO.6C-II-.BL	MO.6C-II-.BM	MO.6C-II+.BL	MO.6C-IIINT.BL
Snx29	7.660994199	7.500133335	7.552183379	7.449024804	7.381206355	7.453268438	7.134917574	7.40341328
Snx33	6.550930926	6.787420275	6.625758515	6.506682332	6.617925822	7.027921106	6.464017993	6.710947735
Snx8	7.339850893	7.703486043	7.555387229	7.503150997	6.900875863	7.394202572	7.278625545	6.850146823
Socs2	4.711568324	5.242159138	5.973567654	5.014209469	4.87459043	5.090476621	5.487542623	4.864196052
Socs3	8.542881612	7.312129654	8.818685809	8.555945856	9.394088467	7.407591255	8.465714136	9.376151703
Socs6	9.667518267	8.230197889	8.245424197	9.140678636	7.646199747	6.694684757	7.885817762	8.293276763
Sord	9.051341012	9.902497218	8.498212565	8.70956107	7.724325233	9.434065077	8.333639523	8.328093873
Sort1	9.91088848	10.06356653	8.340433939	8.327451596	10.06303692	9.926981396	7.307006767	9.943556798
Sostdc1	5.339273997	5.263011864	5.17556319	4.98999577	5.368548367	5.300476421	5.230594997	5.06885393
Sox13	6.899296897	7.100621344	7.125174077	7.144931462	7.056511999	7.174730314	7.502080731	6.789751679
Sox4	5.635196201	6.401116736	5.946004808	5.963272194	5.975087882	7.111106451	6.133346719	5.615964149
Sox5	5.526008281	5.849274562	5.702775732	5.760398389	5.725987855	5.903851325	6.094148433	5.588154536
Sp6	5.121631593	5.517937039	5.585741746	5.275824045	5.486810893	5.577868871	6.079151939	5.171423023
Spag5	5.497860351	8.619441501	5.90485496	5.314667526	5.116965616	7.057336181	5.584037978	5.227480788
Sparc	5.951673267	6.516359806	6.680785675	6.099211732	6.152492738	6.417099755	6.409084543	5.931966652
Sparcl1	4.983382803	5.375524883	5.38568642	5.208887874	5.27852194	5.182302972	5.650180069	5.119029915
Spatc1	5.699160146	7.401795413	5.333562081	5.157780773	5.560430667	4.985957272	5.221078584	5.050262244
Spats2	4.690359357	4.890052646	5.153431106	4.944856885	4.805485937	4.85140092	5.340127829	4.66899841
Spc25	5.340155133	8.081396266	5.715531919	5.686507998	5.722344429	6.725248997	6.327169072	5.766453641
Speer2	4.928256609	4.938837794	5.168735624	4.88797523	5.071031099	4.977321143	5.461851021	4.869905944
Sphk1	6.409023709	6.554554063	6.676992767	6.545585926	6.769267924	6.693182124	6.788156477	6.540346296
Spib	5.413568133	5.836573881	7.486477336	6.148223018	5.585745251	6.605597546	6.816616985	5.549155327
Spic	4.897290451	4.991809034	7.520195926	6.673155934	5.224931647	5.214490097	5.352691444	6.350197008
Spink2	5.357415939	5.89477331	5.408842042	5.53994148	5.576056482	5.489548288	5.608683593	5.253442481
Spink5	4.657205531	4.857755453	4.98326118	4.881353013	4.909761106	4.856514339	5.08318145	4.689925311
Spint1	6.393659306	6.657015407	7.021632961	6.892162703	6.35856857	6.559105289	7.850310938	6.266841624
Spn	8.085002151	9.405050104	9.311351586	9.203020596	10.96724453	10.31694121	9.204989832	11.0522699
Spna1	4.566660934	4.787919967	4.539913573	4.986536843	4.926167881	4.665701638	5.080968849	5.088093246
Spnb1	5.803611084	6.305948032	6.348081304	6.06472193	6.01019799	6.320679624	6.274148888	5.985484036
Spns2	6.444445659	6.776443999	6.939409568	6.568075693	6.708658353	7.066923344	6.852311645	6.622115092
Spns3	6.835112667	8.2423621	8.013449977	7.12714143	6.82777267	8.653518551	7.248219345	6.478887052
Spo11	4.277230978	4.524253865	4.502784608	4.435246314	4.666696952	4.641075844	4.840652056	4.3313799
Spock2	6.160747449	6.489110974	6.520576777	6.37083501	6.356283811	6.519658791	6.350107348	6.348032307
Spon1	6.041178721	5.80043057	6.679973112	7.022771342	5.912793552	5.862786113	6.876497301	5.59724511
Spp1	5.635142015	5.818169707	5.240231633	5.533782394	5.110394566	5.11652002	4.983465652	4.914720456
Spred1	9.164992296	6.833737244	9.243882063	9.302957127	8.894636506	6.705809761	8.353847708	9.246141881
Spry1	5.927258854	6.363141284	6.168644041	6.110837187	6.275164461	6.304905247	6.390895496	5.900103608
Spry2	5.810523651	6.196584751	5.884303231	5.862261268	5.848984664	6.039578565	5.940388777	5.386177042
Spsb1	5.911660427	6.389597785	6.560099946	6.170923188	6.204196484	6.23806393	6.407883806	5.915813426
Sqrdl	8.961388628	8.937535762	8.099643596	7.98303311	8.75636117	8.456536768	7.137079772	8.908700343
Srgap3	5.683034833	5.954578651	5.752125037	6.589862839	5.68334135	6.255877723	7.267101276	5.42772751
Srm	7.790848697	9.737918754	7.935902861	8.078004885	7.261806278	9.763055195	8.232781376	7.429981947
Srpk3	6.305112648	6.305695157	6.565930192	6.392823422	6.803002244	6.712625585	6.664724597	6.604313038
Ssbp2	8.687959059	9.295590719	8.067105179	8.377691348	7.343002674	8.994241317	8.262924509	7.540936109
Ssbp3	8.033447597	8.46772509	8.255133246	7.868713307	7.710129689	8.441097905	8.022800557	7.911316121
Ssfa2	9.653571992	8.113923056	9.565931969	9.483646311	9.326413644	8.081441894	8.939170589	9.365505636
Sspn	4.467692489	4.990334701	5.045078873	4.7934208	4.928929289	5.163426274	5.154925421	4.725485963
Ssr4	7.941568037	9.771496622	9.273822091	8.648608167	8.177470119	9.077615359	9.083794292	8.578219676
Sssca1	7.022991736	8.217840921	7.349570218	7.232390546	6.971721724	7.951445394	7.362163889	7.026281525
Sstr2	5.54596631	5.573239187	5.709076458	5.727934972	5.85828567	5.747887726	5.805433055	5.369402269
Sstr4	7.061855025	6.980271748	7.302346776	7.115871477	9.242724916	8.218243867	6.632444906	9.3489864
St14	6.20033302	7.242381791	6.546365117	6.248608836	6.168090411	6.948351266	6.596416394	6.117906113
St3gal5	7.409858181	8.900075825	7.452414504	8.707292518	9.298850735	10.15659023	9.135457786	9.647961627
St3gal6	5.89960425	6.322428142	6.50156653	6.037098839	6.58695685	6.531373142	6.131928965	6.734440021
St5	4.940799455	5.381428742	5.037923936	5.28520368	5.036591247	5.438988079	5.561304749	4.902181657
St6gal1	6.437299326	6.347717028	8.013814702	6.900263446	6.565944404	6.597271931	7.138080794	6.775438299
St6galnac2	6.514212229	6.505285447	6.65260074	6.701252854	6.610197316	6.762950699	6.793994044	6.435198855
St6galnac3	4.983160834	5.521484234	5.837627092	5.521672671	5.992495408	5.769479081	6.234267546	5.742133978
St6galnac4	7.696127621	8.605086844	8.105221647	8.269143982	8.529915406	9.239991866	8.227283086	8.394959256
St8sia1	5.57613511	5.712435289	6.666673284	6.155144745	5.385268811	5.791431211	6.038205694	5.309088855
St8sia6	5.24010567	5.319416823	8.236616027	6.07216584	4.881564293	5.520715577	6.836140008	5.031951804
Stab1	5.968466357	5.887576447	5.771852133	5.91696781	5.772046632	5.724318297	6.10303702	5.535226845
Stac2	5.663203227	6.031837736	6.046490333	5.657263659	5.712096363	6.157610353	6.717583896	5.522050098
Stambpl1	8.336538842	7.923897715	7.570215984	7.748116575	7.8279657	7.526077944	7.348004855	7.916870824
Stap2	5.60279733	5.770085488	6.08095109	5.88986207	5.813416945	5.822234721	6.236179745	5.562933531
Stard10	6.713220153	7.772935182	7.035287755	6.88763087	6.736987009	7.7877622	7.038815858	6.459341775
Stard4	7.227527061	7.515933699	7.294540188	8.164066366	7.3194382	7.034051703	7.960960803	7.523831966
Stard9	8.85657088	7.147518365	7.468811096	8.254848005	6.745025512	6.324875993	7.527561454	6.819609177
Stat4	7.872424945	6.885660992	7.382925142	7.496520937	6.630115657	6.452226412	7.959778558	7.128386825
Stau2	5.45667475	5.674110331	5.622480414	5.708430056	5.826043774	5.732440163	6.098653256	5.877590158
Steap3	7.630904865	8.493205923	7.133728249	7.546488082	6.802340581	7.844927709	6.958876307	6.65048455
Steap4	5.406745268	5.71117825	5.469703675	5.327841828	5.58288864	5.476495103	5.724779857	5.162567765
Stfa2l1	2.998117257	7.438130916	3.558132911	3.335154502	3.330156799	3.350072863	3.607040266	3.170594898
Stil	4.692962753	7.027503165	4.669999954	4.581807165	4.874870721	5.833142253	5.296108622	4.883491789
Stk32c	5.339341705	5.599585596	5.572652231	5.584324167	5.346027878	5.661293556	5.858250853	5.400835045
Stk38l	6.215239173	6.380601323	6.376552019	6.452091849	6.553811275	6.332116534	5.828420869	7.013429207
Stk39	5.526930581	5.914475229	6.036878392	5.841987372	5.747637137	5.626901465	6.203427294	5.9199993
Stmn1	6.70347543	10.90214814	7.729067123	6.691599766	6.869258229	10.34638637	7.18049749	7.044826863
Stom	11.01704579	11.11324425	10.18976988	10.42130165	9.530590393	10.57647392	9.746475944	9.731010804
Stx1a	6.375338948	6.853923311	6.588036972	6.527161586	6.687022884	6.936098055	6.822134212	6.480789878
Stx6	8.184723629	8.292508611	8.01343453	8.154502032	8.278877557	8.514581513	8.170199989	8.208597925
Stxbp4	4.523388404	4.249543945	4.040807701	3.843132979	3.991712303	3.858412081	4.23323235	4.143465258
Stxbp6	9.418682459	8.374170656	7.460805623	8.689468537	6.297882879	6.39076913	7.496519872	7.212769505
Styk1	5.560998168	5.657916248	5.430749145	5.641429461	5.810383976	5.7493233	5.81602492	5.514545852
Sucnr1	4.776719898	4.810862929	5.400055129	4.707662825	4.851956375	4.794753755	4.941073437	4.672946881
Sulf1	4.744880469	4.902790728	5.020988085	4.955472453	4.795995467	4.921504566	5.243825192	4.699606043
Sulf2	9.983160739	9.789974374	10.33534904	10.28954475	8.237448518	8.360215451	10.14419579	8.546738224
Sult1a1	6.566793341	6.835229753	6.666812443	7.077050328	6.3112715	6.491030526	7.260784076	6.210386526
Sult2b1	5.654461319	6.184966562	5.891635478	5.737796708	5.796243422	6.113279596	6.081725221	5.705757888
Susd1	7.172559187	8.238116968	6.794054065	6.649730889	6.366730483	7.636938016	6.805454337	6.318089753
Susd2	5.847366425	5.803183975	6.117218498	5.839616168	5.790731644	5.859309487	5.742353904	5.606312522
Susd3	7.637224773	8.366301375	8.122360391	7.489445528	8.388114825	9.150314603	7.450884614	8.652221307
Swap70	7.59627127	7.840760723	7.973072039	7.360522304	7.038236428	7.500145819	6.935939388	7.351674437
Syce2	5.871161065	7.986058372	6.391503674	6.358575017	5.878172333	7.763761007	6.793444645	6.408508755
Sycp2	3.558361525	3.912720114	3.484499082	3.632446602	3.634721038	3.731957975	4.19023557	3.549666707
Syde1	5.919638031	6.051750564	6.026946829	6.11200294	5.996845166	6.393910378	6.490980804	5.918906637
Sykb	10.52760501	9.88940844	10.62743813	10.46403774	10.5264607	9.974996522	10.11742032	10.5828084
Syne1	5.742131102	6.466350865	6.039336561	5.97403288	6.114715787	5.885605274	6.056620376	6.089823534
Synpo2	5.300738753	5.702803431	5.520242031	5.492936314	5.589317069	5.642027618	5.708032693	5.259249133
Sypl	8.699945094	8.99164712	8.426837665	8.475240561	8.56204738	8.581339571	7.613002995	8.645583
Syt11	7.137610766	6.193361739	6.315522758	6.602620187	6.661701864	6.580264598	6.363831635	6.997790083
Sytl1	6.209596978	6.456000047	6.226229777	6.019332002	6.480371769	6.31669365	6.439319774	6.246191059
Sytl2	5.057308739	5.101058916	5.170795699	5.073357537	4.944825657	5.105496501	5.378287919	4.957643488
Sytl3	5.456530198	5.316658658	5.588238905	5.842831371	5.646429105	5.424813502	5.967325414	5.592163385
Sytl4	5.546941777	5.697180728	5.690902196	5.771459537	5.664671983	6.008533949	5.896057463	5.8795857
Syvn1	8.596024725	8.1464845	8.579733787	8.731125867	8.558876219	8.206053831	8.549809499	8.332079168
Tacc2	5.658461909	6.29211668	6.022739167	5.925025429	5.878417596	6.237495523	6.463782646	5.811388823
Tacc3	6.422812138	9.203097212	6.641445357	6.099290996	6.932152731	8.092475092	6.079995637	7.270215515
Tacstd2	5.270284735	6.016410145	5.393870346	5.075271622	5.124692072	5.185544149	5.661342017	4.779169352
Tada2a	6.704241201	7.080475751	6.320950939	6.4182563	5.94603133	6.724524313	6.201158438	6.218169714
Taf1d	10.88551582	11.59883032	10.75175559	10.77454686	9.595988902	11.14428998	10.26772504	10.23946812
Tagap	8.716682872	9.483340577	9.002515384	9.136069338	8.14721841	8.67681722	8.992401792	8.207964965
Tagap1	9.385387462	9.396040436	9.455051945	9.412337953	8.819150356	8.766533215	9.735498315	8.851935081
Tanc1	6.040231994	6.283563152	6.320015256	6.171332946	6.306113653	6.189593973	6.444139442	5.991105927
Tanc2	5.242963198	6.009231452	5.750765485	5.75101196	5.575664792	5.973879862	6.184693879	5.435861913
Tapt1	8.581685793	8.325615775	7.997681372	8.181452777	8.458699839	8.606545249	7.461418464	8.576287288
Tarbp1	6.922326315	7.322130058	6.758469308	6.827390131	6.277525466	7.274286203	6.720989786	6.311289485
Tarm1	9.24731313	7.828875471	7.472054465	7.603643158	6.851949506	6.572894215	7.022821636	6.578509161
Tarsl2	5.387913924	5.655958549	5.197790708	5.190634612	5.434566516	5.405437632	5.363423422	5.255732603
Tas2r126	5.439225289	5.138859511	4.930172763	5.34284153	6.308065029	5.107300086	5.35403952	6.210885602
Tas2r135	6.015281231	5.102046382	5.160235832	5.830231658	6.740281332	5.450960473	5.532239024	6.704263614
Tas2r143	5.81608083	4.786226929	4.913160689	5.159408524	6.67917675	4.800478891	4.757652688	6.570069415
Tasp1	6.526450725	6.499919747	6.223015093	6.208626503	6.334103415	6.317888911	6.265411578	6.411050269
Tbc1d22b	7.734084769	7.872010344	7.602881687	7.362707746	7.412742579	7.809044161	7.741703259	7.715284571
Tbc1d30	5.006688495	5.544167995	5.522511961	5.584234959	5.860240277	5.783279406	5.716143131	5.806467392
Tbc1d4	6.291568566	6.257663154	6.40558229	5.861291247	5.25894662	6.219959043	5.778638324	5.251013097
Tbc1d7	4.858891098	6.376519607	4.879508101	5.000096176	4.781183956	5.66921484	4.954340573	4.906486584
Tbc1d8	8.963720236	9.050491358	10.99778784	9.711947227	9.686458419	9.148989082	9.515414424	9.886265866
Tbc1d9	9.163238149	7.889182889	8.958306397	9.186557754	8.481597238	7.859060125	9.35713717	8.456308002
Tbl3	7.563789375	8.620269687	7.307992499	7.567901585	7.346487583	8.455115938	7.229938749	7.473643252
Tbx21	5.737999456	6.214342437	6.286445021	6.091874696	5.988007484	6.447646415	6.623699359	5.925833309
Tbxas1	8.768720934	8.559464026	7.306896221	8.586066266	5.945490657	6.629836467	8.45093182	6.068461871
Tc2n	3.228336429	3.448619079	3.52905047	3.484546343	3.609589506	3.355002164	3.717418703	3.299754582
Tcf19	7.0622473	9.176224023	7.216771722	6.929079257	6.478263222	8.278183197	7.42174717	6.603249786
Tcf3	8.040660326	9.061501257	8.237971388	8.120273998	8.191429899	9.298595697	8.16741639	8.130232204
Tcf4	8.774637183	6.985317881	7.967661836	8.255190696	8.004164275	7.310446465	7.754584905	8.201650817
Tcf7	5.882549312	5.989193516	8.231524731	6.113476866	6.054252656	6.00142621	6.84773577	6.326332405
Tcf7l2	7.112216721	6.195410597	8.142176169	8.241495259	9.67488449	7.669999009	7.653847163	9.684950198
Tcfec	7.776244828	8.132620367	6.778540207	5.195026001	4.721369925	6.183096741	4.908258103	4.557983476
Tcra-V13.1	3.386617839	3.538115971	3.751692226	3.528246238	3.485677989	3.445806145	3.578075252	3.349801191
Tcra-V8	6.454526323	6.369390869	6.969057218	6.620795567	6.770862735	6.406603561	6.301770532	6.59815436
Tcrb-J	5.337265086	5.568928949	6.126136574	5.356036966	5.610379684	5.739841804	5.570467485	5.503011558
Tcrg-C	4.348409487	4.525265004	4.533584112	4.187561904	4.542607845	4.461109415	4.755424405	4.279807043
Tcrg-V2	4.307666526	4.217926042	5.236199202	4.433197611	4.35650303	4.379290561	4.474643704	4.359121928
Tcrg-V3	4.006348896	4.165335817	5.116452094	4.211912948	4.439912312	4.505029204	4.531506229	4.136270148
Tdgf1	5.605841967	5.796728389	5.609790415	5.846972129	5.845646857	5.986998664	5.90140998	5.758272259
Tdpoz4	4.077137585	4.380641724	4.386755775	4.212468175	4.355935985	4.209661307	4.776835681	3.986571125
Tdpoz5	5.095094561	5.000905908	4.884461166	5.202109454	5.520742812	5.146501811	5.12765804	5.172313089
Tdrd5	5.243534533	5.453822635	5.045300255	5.200642975	5.389126227	5.240351223	5.314587776	5.035754978
Tdrkh	5.063865296	5.018055485	4.858687245	5.182325487	5.153596617	5.441521104	5.129497344	5.24441217
Tecpr1	7.410059513	7.643294391	7.74750019	7.319062704	7.914235024	7.849332326	7.735773639	7.660627473
Tek	4.905312386	5.129361333	4.954235092	5.212006365	5.064990601	5.133022304	5.191219149	4.773971014
Tesc	6.997164047	7.428589367	7.499188421	7.269285982	7.37383219	7.559990623	7.832808702	7.034840551
Tet1	5.337337646	5.516712785	5.640327856	5.494398542	5.882726185	5.61524266	5.763422198	5.197064895
Tex2	8.656971923	8.576000281	7.749963705	8.058061014	7.917365217	8.513519959	7.407348502	8.010029769
Tfpi	5.812086579	6.706633691	5.788121885	5.852210297	5.446654901	6.472243511	5.871196804	5.556862833
Tfrc	6.198360565	7.460319095	6.356503617	6.652244113	6.645492	8.076480889	6.482385269	6.854245802
Tgfb2	5.482889146	5.817633489	5.514491568	5.769363588	5.711884437	5.727948582	5.987900647	5.556686907
Tgfb3	5.207722393	5.494993682	5.56510157	5.514146463	5.5000818	5.477647109	5.7280688	5.208724035
Tgfbi	12.47582854	11.59497608	11.63240679	12.14101146	9.720137527	9.72145657	11.5937093	10.01734441
Tgfbr1	9.104517597	7.198958999	8.769625968	9.530058318	10.46583053	8.078371088	8.162651393	10.56155236
Tgfbr2	8.940432923	8.629710571	9.428521812	9.234876974	9.732340267	9.794226473	9.103841566	9.82195583
Tgfbr3	6.097912731	6.713760416	6.708619501	6.531581604	9.434046759	8.674794296	6.927659461	9.285058983
Tgif1	9.091598204	8.311046661	9.815271954	9.484524391	9.375274828	8.84123515	9.263127272	9.337356306
Tgm2	6.668614143	6.962989291	9.069009932	8.644905249	10.11391774	9.159693091	9.135597457	10.25231874
Tgm3	6.088500642	6.173297364	6.460701069	6.344439726	6.638994782	6.542689865	6.752479666	6.458105697
Tgtp1	7.645686769	7.075488776	7.992931352	8.506927838	7.488147428	7.412485732	8.614919976	7.918981867
Thap3	7.2833622	7.389310968	7.449653535	7.476902782	7.487352489	7.474681015	7.455217062	7.355978433
Thbd	9.383787871	8.615265469	8.888242175	9.43338201	10.56272024	10.08756264	8.482326575	10.615181
Thbs1	10.81455878	7.867343613	10.94014646	9.812992088	6.398631692	6.145458046	8.354700966	8.329037373
Them5	5.121424383	5.391087173	5.483253635	5.392358642	5.424419946	5.371990909	5.752329796	5.19500027
Themis	4.278923928	4.626766188	5.650795189	4.788871864	4.518978832	4.817103043	4.589718552	4.405194574
Thg1l	6.839931042	7.896146896	6.70908657	6.617817612	6.289249819	7.598852989	6.808066433	6.326326652
Thsd1	6.903261263	7.072129031	7.009332614	7.111409399	6.84619241	7.092292021	7.046197454	6.700514625
Thy1	6.478718934	7.050997167	8.074449419	6.54468063	6.533302475	6.716857864	6.828049507	6.417363097
Tiaf2	6.114893085	5.500910379	5.621607469	6.338526629	5.837302462	5.412079198	5.790755099	5.595235099
Tiam1	10.12393015	9.428463747	8.569496662	9.744263485	8.51199473	8.537068751	9.3325522	8.640535688
Tiam2	6.408091926	6.47629635	6.329917697	6.360645202	7.657058652	6.562678983	5.919530776	7.504229159
Ticam2	8.823421804	8.17080204	8.157669463	8.331824773	8.606743869	8.0430756	7.868189482	8.75985031
Tie1	5.522210626	6.168553121	6.021364236	5.8327373	5.866284884	6.086307516	6.092830067	5.614534944
Tifa	10.18428104	9.995151319	9.934168622	9.638394702	9.802574766	9.993785394	9.226704315	9.919588546
Tifab	11.04498747	11.43976787	9.909268881	10.9387321	10.22613681	11.28816024	10.51478653	10.43026593
