	MO.6C+II-.BL	MO.6C+II-.BM	MO.6C+II-.LN	MO.6C+II+.BL	MO.6C-II-.BL	MO.6C-II-.BM	MO.6C-II+.BL	MO.6C-IIINT.BL
Dmrta1	4.547100177	4.972609949	4.901648911	4.48325471	4.767657446	4.990495061	5.60203368	4.622301377
Dmxl2	8.434727323	5.831725264	6.488828283	6.126709979	4.923845633	5.004077361	5.142509424	5.170794364
Dna2	10.43708792	10.02598416	9.299833204	9.966751047	9.550751787	9.535279265	9.709690754	9.660104064
Dnahc12	5.307243926	4.925156018	6.794816993	6.372266678	9.471590784	6.404988816	5.280457147	9.446692157
Dnahc7b	3.515678815	4.057791048	3.99530662	3.907355389	3.876472744	3.764855671	4.795707215	3.611375429
Dnahc8	5.91815006	6.775774869	5.661677403	5.249279722	5.39301284	5.71421987	5.592914441	5.057265699
Dnajb4	7.178164862	6.138220594	7.081462844	6.974466598	7.545610893	6.363593963	6.713028332	7.590085781
Dnajc15	8.081306425	8.610056403	8.35557266	8.060280174	7.402401999	7.8841465	7.958218029	7.858876929
Dnajc6	5.469675459	5.907150257	5.943576782	5.658552356	5.833284803	5.992941356	6.119288731	5.522021213
Dnalc1	3.857702379	4.117368128	4.102501369	4.045617705	3.974341163	3.948809512	4.7370783	3.882674348
Dnase1l1	8.4268188	8.594427374	8.04833138	8.028402287	7.695746455	8.518874477	7.894755629	8.17883881
Dnase1l3	4.583611345	4.893271594	7.075289095	5.372990393	4.825325174	4.826414592	6.676490273	4.787816909
Dnmt3b	6.563974145	6.731591477	6.353831392	6.498910356	6.481338503	7.080147045	6.710655614	6.360743163
Dntt	4.671031006	5.374375291	5.023141482	5.026643685	5.15718118	6.906215978	5.143495462	4.995637373
Doc2a	5.69363935	6.182703552	6.079380956	5.979896537	5.840339857	6.162552458	6.026447087	5.882230722
Dock1	8.950546177	7.258123147	7.75701013	8.230614049	7.983640077	6.864188209	7.043074871	8.013132814
Dock4	8.925473934	6.481058322	7.004272161	8.557703397	7.523200845	6.090292414	7.633268084	7.825837769
Dock5	9.173773979	8.351143457	9.595474507	9.277839339	10.56480741	9.216665518	8.363266807	10.55973761
Dok3	10.03591482	10.65731166	9.584967823	9.574047565	10.30473741	10.81626212	9.089631882	10.307065
Dok6	5.06472193	5.076671676	5.021768415	5.129369576	5.011786331	5.044847259	5.485856673	4.97317684
Dopey1	8.127814671	6.457388541	7.267919017	7.956116492	7.589473631	6.19494198	7.464851206	7.744642676
Dpep2	8.926387427	7.650510878	7.417827767	8.395031943	9.977913397	9.572185198	8.162542388	9.732282633
Dph5	7.263886684	7.393437653	7.153329763	7.258112151	7.182922169	7.218266474	6.809477471	7.224391873
Dpp10	3.766308926	4.18927109	4.233650352	3.814970764	3.891142093	3.984130556	3.926369536	3.931284039
Dpp7	7.304655231	7.998832786	7.321794038	7.175602442	6.934010432	7.707543656	7.128170167	7.276753655
Dram1	8.844307707	8.813121675	8.858559097	8.097690148	8.253056799	8.424967004	7.053066252	8.591970176
Dscam	5.356251821	5.844650953	5.847929279	5.595006286	5.448511159	5.868392923	5.709752434	5.474614503
Dscc1	4.418466584	5.926672361	4.788861426	4.520816133	4.601877733	5.241915163	5.102200394	4.77164687
Dsg1b	3.775324512	4.003341377	3.974520135	3.888951014	3.887881027	4.00779351	4.234719732	3.863676839
Dsg2	4.734006841	5.022502458	4.963907176	4.875293514	5.052459369	5.058654182	5.35768923	4.675630785
Dtl	5.036293786	7.444909417	5.315328321	5.17503883	5.261668083	6.988186284	5.435775256	5.02446153
Dtx1	6.243299678	7.142455305	7.363922139	6.440484398	6.913141935	7.159434427	7.162965775	6.669610474
Dus4l	5.730149918	5.571908342	5.121728281	5.349877132	5.585075207	5.706879535	5.294600533	5.769318446
Dusp1	12.2636531	9.430852896	12.34467151	11.78089855	12.20982054	9.130661678	10.90777503	12.21617413
Dusp10	6.57236877	6.762868779	7.869275917	6.975055391	7.249268976	6.622642935	6.933092211	7.384884573
Dusp16	7.244713941	6.39962685	8.114662697	8.041149875	11.63057415	8.978554028	7.483579204	11.60441902
Dusp2	7.3771871	6.981525042	9.644422457	8.261308903	8.860384313	8.323078786	7.910948474	9.009908208
Dusp3	9.434883665	8.855974233	8.590879676	8.706436617	8.524278225	9.126121943	8.547221151	8.965927566
Dusp4	5.829544316	5.971056059	6.461139436	6.068195709	6.15143368	5.863885604	6.394513285	5.964910555
Dusp5	7.183259545	7.676416459	9.215680376	8.199832636	9.910652923	9.3067133	8.529564666	9.984705317
Dusp6	11.18933969	9.923443917	10.38612619	11.25113821	11.06970747	10.19040107	10.49897353	11.31570192
Dusp7	9.525048577	9.941723739	8.886173126	9.131011498	8.799528041	9.700124846	8.53736208	8.697334585
Dut	5.462202864	7.522492345	5.937309862	5.97170295	5.62076527	7.379371435	6.152520117	5.64457505
Duxbl	4.881491695	5.006128936	4.925339614	5.003788108	4.960748001	4.803943383	5.226136633	4.842931579
Dzip1	4.945240928	5.16418959	5.190431812	5.151480022	4.994837649	5.143223331	5.479788346	4.893617524
E030002O03Rik	5.819760988	5.856051967	5.811559227	5.893828956	5.916520832	5.783351007	6.140901329	5.785398846
E030037K03Rik	8.521310171	5.681861512	7.230648149	7.92082782	6.019858672	4.905949331	6.591988272	5.828732104
E130112L23Rik	6.444160705	6.60153459	6.454829521	6.248319139	6.669664609	6.615336348	6.738567223	6.344460321
E130203B14Rik	6.325956601	6.511213947	6.678521268	6.505949136	6.958683784	6.674934202	7.02240277	6.480470653
E130306D19Rik	6.152700603	8.978616373	6.389621875	6.535217305	6.593805663	8.211515205	6.695922845	6.371272735
E130311K13Rik	6.215879173	6.426594077	6.260621636	6.31078544	6.310786349	6.536374672	6.574336184	6.385976259
E2f2	9.043010691	9.374429054	7.952977843	8.598469921	8.061434111	8.60728395	8.470229357	8.150114554
E2f3	6.364362899	6.692372795	5.980576796	6.519315968	6.33364556	6.641930831	6.617958137	6.498052324
E2f8	7.050644988	8.942854808	6.207778998	6.583160512	5.483027318	7.576533223	7.030073385	5.452406322
E330020D12Rik	5.423174752	5.929307336	5.414632812	5.556781922	5.530042642	5.492186481	5.893885166	5.230906202
E430024C06Rik	9.678939926	8.972418102	8.724250074	7.811539105	9.096167749	7.601524686	5.10504106	9.19712713
E430029J22Rik	6.341504294	5.299311828	6.488981414	6.133524482	4.609273314	4.829869851	5.199381814	5.206977605
Eaf2	4.609680115	4.582551989	5.157284948	4.654855578	4.575436383	4.550674969	4.576259091	4.505802029
Ear1	6.93508606	7.854030567	9.855419493	8.413246262	10.40074316	10.79612064	8.604438884	10.94949116
Ear10	7.02985223	7.964893578	10.28013669	8.755300437	10.78524717	10.81781416	8.820648081	11.12135696
Ear14	3.260171223	3.495707952	3.664528351	3.713061564	3.628272005	3.506821946	4.171415017	3.514998345
Ear2	7.643488977	8.822057817	11.1316238	9.444601849	11.55709156	11.28274829	9.945908541	11.72462064
Ear6	5.197633466	5.349406563	6.018916016	5.572531981	5.748993826	5.544571935	5.284495626	5.426526429
Ebf1	4.283748955	4.885213157	6.185157574	4.834510659	4.656198877	4.786659086	4.955568545	4.501696451
Ebna1bp2	7.934413493	8.613859557	7.656998014	7.878087504	7.658460719	8.326056256	7.990841437	7.904234194
Ece1	8.448583152	8.263278591	8.084596529	9.211511555	7.222265536	7.812793409	9.309686433	7.426199832
Ecm1	8.389870353	7.721228866	7.832089772	8.392949036	6.426394759	6.510514699	7.610377469	6.823495134
Ecscr	6.201210399	6.274485318	6.15720409	6.388832429	6.225455217	6.332431659	6.293657405	6.196721127
Ect2	5.786633823	7.872245573	5.998096943	5.892349736	5.77254156	6.833547514	5.857121341	5.944917464
Edem3	8.873438678	7.235650163	7.855963959	8.322623877	8.423408412	7.003984821	7.745155634	8.573464435
Edil3	4.174475665	4.149245814	4.323615061	4.276355218	4.373863938	4.023187327	4.630350134	4.036390797
Edn1	5.326278468	5.467528387	5.478522106	5.432240107	5.752506427	5.391139886	5.598622764	5.457876605
Ednrb	5.894119281	5.300023636	4.947129994	4.983692894	4.990085806	4.883343849	5.765248301	4.892755297
Eef1e1	7.448811496	8.418681756	7.896539079	7.680691455	7.094940141	8.063695993	7.397698589	7.434301625
Eef2k	6.468336222	7.688516557	6.823782049	6.275767566	6.179315971	8.268936178	6.585903702	5.956787575
Eepd1	7.085388891	7.384834681	6.462279222	6.528771332	6.259229168	6.744384033	6.834657498	6.234878729
Efnb1	6.976441161	7.227710596	7.240668281	6.97375514	7.244114048	7.45525844	7.246275061	6.782264131
Efnb2	5.905823408	6.004823453	5.963091821	6.26494171	6.070981742	6.037621626	6.412442825	5.879201911
Egfl6	4.568279426	4.696422328	4.712377507	4.858324216	4.695272842	4.83291195	5.204215073	4.579635143
Egfl7	6.393122131	6.81121583	6.769665526	6.564736867	6.701914952	7.582873339	6.801286076	6.516125174
Egln3	5.690320242	6.925040072	5.761543254	5.5526025	7.112118872	7.789032772	5.616423866	7.103005537
Egr1	6.096339873	6.132280021	7.536980456	7.611736745	6.37416051	6.125427247	7.253393219	7.0058722
Egr2	6.280158925	6.43048489	7.362900868	6.688488581	6.205286935	6.415926511	6.428750422	6.256402325
Ehd2	5.59221582	5.756117721	5.76404443	5.756900527	5.948843768	5.982787515	5.976111555	5.719049791
Ehd3	5.63769042	6.145122414	6.723121646	5.553126999	5.684329249	6.175167276	5.902933391	5.694769341
Ehf	4.838366908	5.16993836	5.355765711	5.330301436	5.099389894	5.000210378	5.655698148	4.906442329
Eid3	6.934161838	5.379736469	7.657898865	6.204946685	6.774483337	4.810391688	5.667151291	7.001410897
Eif2b3	7.260939287	7.609745853	6.691078132	6.778213396	6.772899122	7.245326737	6.548176115	6.924691383
Elane	5.763986024	11.87475786	5.836618482	5.633362426	5.64773039	10.53804821	5.830818133	5.465436454
Ell3	5.3949908	5.444601918	5.691721189	5.484616157	5.554182077	5.53787481	5.628010935	5.363163366
Elmo2	10.08696369	9.930231912	9.448079127	10.34629739	10.28952194	10.26889022	10.21882596	10.30513282
Elovl6	7.366887232	7.045601325	6.670150598	7.233477157	6.588162933	6.916034692	7.148842103	6.622496423
Elovl7	5.532953791	6.220001622	5.430324307	5.527257001	5.348878612	5.620848339	5.905970584	5.15085777
Eltd1	5.269574305	5.659370886	4.605589151	4.610135045	4.448303007	5.713777367	4.636166365	4.321069436
Emb	11.82754123	11.40888028	9.967852107	10.71355134	9.752491542	10.62961095	10.10909541	9.927244096
Emcn	4.157041015	4.255158273	4.483985559	4.311837303	4.21513496	4.208121832	4.323128639	4.076138333
Emilin1	7.107373675	8.202884406	7.155387988	6.853246335	7.237342391	7.901291304	6.702258586	7.112256415
Emilin2	11.14894874	10.33691145	9.777110463	10.6236729	10.2547279	9.980792546	10.02357245	10.19115992
Eml5	6.076194214	5.991825659	6.066893574	5.686277336	6.205491241	5.61226599	5.893402258	5.95996485
Emp1	6.384421142	6.001025302	6.118903016	6.978907571	6.073200058	6.124639693	6.920288536	5.948796121
Emp2	5.505962893	5.579564349	5.622609261	5.504608741	5.815727836	5.556783966	5.788437759	5.413325989
Emr1	9.950279044	9.624454249	9.560416273	9.305750097	10.23997956	10.69728865	8.437663448	10.63067505
Emr4	9.852942674	8.579274071	11.33945401	10.77850957	11.7279367	10.92157994	9.713670644	12.03016333
Endou	5.230464347	5.549122872	5.343899297	5.364312117	5.560624783	5.624547402	5.372340982	5.195560994
Eng	7.715330794	8.435185045	7.69834745	8.134071678	6.90146851	8.370657187	8.072099636	6.790714183
Engase	6.821266744	7.196242442	6.717238179	6.936368218	7.467717212	8.151878768	7.416547594	7.51941075
Eno2	5.622944013	5.809014784	5.663414836	5.573375536	6.005868159	5.770287273	5.854221362	5.546635832
Eno3	6.740113545	8.066267004	9.665006358	8.010610903	10.51611002	11.10446022	8.179646147	10.67777321
Eno4	4.895546605	5.382983053	5.00542544	5.174644771	5.214861123	5.248114798	5.765233711	5.08332912
Enpep	4.908980988	5.296261609	5.142613571	5.204777182	5.230018514	5.255213676	5.403874399	4.933514098
Enpp1	5.757612689	6.073923035	6.110845537	5.81908823	5.774466864	6.012969366	5.942227111	5.839661346
Enpp4	5.393215965	5.781778472	6.339468796	6.254360982	6.379676407	6.035746328	6.173852997	6.514237482
ENSMUSG00000068790	4.659005461	4.938894237	4.95914881	4.822687665	4.900543222	4.870098351	5.086473832	4.659276113
Entpd1	8.630838871	8.079751431	8.302543578	8.857291094	8.898424384	8.02471306	8.510870957	9.185176195
Eomes	5.048810161	5.739180234	5.965831989	5.538296039	5.476448117	5.632509614	6.078876644	5.048773259
Epas1	6.224121331	6.149602165	6.813749131	6.396217156	6.193833825	6.105774444	6.299604591	6.062717098
Epb4.1l3	5.004189749	5.186998326	5.031771584	5.079250093	5.107650211	5.064007625	5.614945367	4.856986685
Epb4.2	5.007774078	4.993366409	5.067119524	5.059459115	5.236951759	5.024594503	4.970752441	5.273483067
Epcam	5.272722463	5.576836522	5.688874118	5.434423623	5.432533549	5.802558584	6.217124061	5.337865913
Epdr1	5.363460802	5.722087996	5.660809802	5.663585618	5.942899173	5.923771171	6.100018895	5.460794977
Epgn	4.74850417	4.750903016	4.824409765	4.891989412	4.73429504	4.917454034	5.113794248	4.741973863
Epha2	5.97428303	6.423340055	6.31697778	6.330391677	6.152329466	7.078268959	6.615142588	5.82499437
Epha3	4.59459632	4.792388604	4.709263061	4.8763696	4.794184497	4.795032671	5.259057762	4.541348804
Epha7	4.985479178	4.897782545	4.931106242	5.114051852	4.882672392	4.823858034	5.355647094	4.828422392
Ephb2	6.040093878	6.439291789	6.393579801	6.110785694	6.145748773	7.23053928	6.459374238	5.898556164
Ephb6	6.005995747	6.34568437	6.351751987	6.361158336	6.457939789	6.366220785	6.434048531	6.029182079
Ephx1	5.440829311	6.358969372	7.185645236	6.092986122	5.456224618	6.085533715	6.607420572	5.596493324
Ephx3	4.640730815	4.921820313	4.88383095	4.67170287	4.826833185	4.879249952	4.892748012	4.693118919
Epor	6.192093536	6.424061565	6.35349503	6.027143728	6.210245656	6.503049203	6.600209531	6.244255361
Eps8	9.406354264	7.593475036	7.265854109	9.280478026	9.199002121	8.166559466	9.254140484	9.364807026
Epsti1	9.333905729	8.154112113	9.108627515	9.184665451	8.71575818	8.011633911	8.661993773	8.970640466
Ept1	7.676840251	7.91058737	7.100003121	7.660256469	7.462280586	7.471236786	7.601217371	7.643045745
Epx	5.018800319	5.467750084	5.011789313	5.177780956	5.215994976	5.897267859	5.726357142	5.160456367
Ercc6l	5.454775794	6.402867676	5.34202843	5.845364594	5.491275903	5.806281089	5.799032893	5.544397595
Erg	5.432698897	6.451665558	6.057683482	5.940835467	5.892806287	6.601683642	5.95679315	5.626143558
Erh	7.730563427	9.752652266	8.346306585	8.055989508	7.380733344	9.526321149	8.137381586	8.031460152
Erlin1	8.815721433	8.749284076	8.386364776	8.605426303	8.487189067	8.160516706	7.886237969	8.903077387
Ermap	6.193607493	6.528617158	6.393714786	6.305337045	6.213486295	6.562936888	6.365204348	6.22904758
Ero1l	9.023224945	8.669965242	8.191784699	8.400164172	8.574997236	7.633297514	7.410658678	8.636372888
Ero1lb	9.127681768	8.397694881	8.461707532	9.082009823	8.229406229	7.9155936	8.480498806	8.40047312
Errfi1	7.742246775	7.026689419	8.338676817	7.819618586	8.095469288	7.898565515	7.729565686	8.392234208
Esam	5.522952341	5.573606797	5.805561603	5.765621376	5.661538697	5.767591242	5.537657938	5.60581728
Esco2	4.625449744	5.606255661	4.706254254	4.690394745	4.770408859	4.977859938	4.862686945	4.731072428
Esm1	4.856134159	4.945450079	4.97384084	5.134231894	4.883970207	5.164620035	5.634610692	4.687494104
Esr1	7.297862096	7.070721338	6.993930561	6.891370982	6.480623004	6.689689139	6.636913856	6.404687219
Esyt3	6.496534252	6.566355488	6.640606469	6.500814798	6.466885653	6.482095877	6.95025085	6.472279475
Etfb	8.528149977	9.925595334	8.678271365	8.629473561	8.457791055	9.486352903	8.933410497	8.776168816
Ets1	6.133818309	6.884033317	8.200178671	6.435212971	8.713212591	7.325657746	6.966383744	8.661408364
Ets2	7.005379775	6.700364345	9.399672845	7.451807852	8.701511111	7.76007565	6.630722162	8.928239373
Etv3	8.804343591	8.141692319	9.930742117	8.94633688	7.920439504	7.91992996	8.388328185	8.210612223
Etv5	5.42614061	5.828431024	6.877254272	6.250611086	6.152890191	6.69548583	6.873327831	6.331928023
Etv6	9.973512312	8.996855238	10.0050211	10.29566261	10.39163617	9.196832824	9.853842708	10.38943067
Evi2a	10.17137394	8.720654802	9.293692577	9.818932876	8.572923197	7.83827172	8.959117793	9.035755803
Evi5	9.225822068	6.57607614	7.531729225	8.083263372	8.532055276	6.369392032	6.91098444	8.61153655
Exo1	5.125410026	7.093232324	5.439430322	5.239826987	5.396873603	6.854656066	5.577599524	5.408966552
Ext1	9.523621087	8.070677874	8.653173261	9.285646578	8.809726013	7.975834787	8.838067139	9.015451071
Extl1	5.856143291	6.145231129	6.154099789	6.189745505	6.233697321	6.261507623	6.251550579	5.88325912
Eya1	5.367693725	5.63663332	5.509898489	5.564463533	5.576169886	5.762831582	5.496805853	5.322484868
Eya2	5.759558006	6.259227284	6.138605617	6.005505536	6.098676413	6.157910091	6.670229219	5.751444439
Ezh2	7.724029236	8.526728226	7.837784545	7.815080314	7.43619766	7.88947192	7.354897292	7.785173613
F10	10.7636359	9.795489798	9.021308153	8.583921055	8.686544473	8.340043092	7.329154549	8.741384872
F11r	7.287509234	5.94665757	7.191489614	7.663741913	6.569517674	6.010297965	7.368554041	7.21212008
F13a1	13.21912797	12.18476635	10.42116035	11.7117412	5.6497261	10.02015894	9.828876211	5.877657882
F2r	5.665996231	5.857172362	6.832054106	5.781493484	5.860437702	6.536693265	6.297506926	5.832381185
F2rl1	5.325569906	5.670566557	5.697549585	5.611153687	5.215554355	5.789483218	5.85485218	5.396467098
F2rl2	6.890384269	5.86657586	5.983806121	6.549793907	5.813688856	5.949753577	6.448094825	6.359407313
F5	8.235325617	6.121039584	6.074962058	6.357809438	5.493224607	5.068935882	5.633672414	6.05166792
F630028O10Rik	9.656465504	10.8973018	7.502281533	9.465337501	9.091050793	10.28237968	8.771344863	9.598333156
F630043A04Rik	4.872863226	8.041522449	5.083004822	4.918103138	4.930635636	6.467816913	4.89787933	5.010392264
F630110N24Rik	8.059350951	8.762494438	7.794664093	8.210195318	7.901638353	8.537463554	8.214874719	7.745834969
F630111L10Rik	5.439774934	5.380498584	5.746894063	5.814079531	5.090231007	5.612420326	6.084429996	5.233283744
F7	6.034575963	6.259751422	5.878199723	6.115518833	6.095403353	6.069702883	6.093380589	5.808963146
F8	4.567156004	4.878532446	4.793318481	4.543508256	4.786823725	4.850597757	4.815718872	4.622846035
F830045P16Rik	4.557800132	4.906019907	4.659918852	4.604901584	4.759494092	4.652522825	4.781868502	4.610787453
F9	3.478587897	3.605723465	3.745861182	3.718164321	3.722143568	3.53582487	4.029620734	3.668087347
Faah	6.332546233	6.231305676	6.515942107	6.411741462	6.561128295	6.291097008	6.319073244	6.305939887
Fabp1	3.696464986	4.110037448	3.952144053	3.784615653	3.85160414	3.959683616	4.247095826	3.569714673
Fabp3	5.11415738	5.519830172	5.281865133	5.216426409	5.110457209	5.525520809	5.650006256	5.349503284
Fabp4	4.38238136	5.274346158	6.237355936	5.216392779	8.592170712	8.112254607	5.488743143	9.172114032
Fabp5	6.33848206	8.261398863	8.815879907	6.867837998	6.26424272	6.958217836	6.635222568	6.460419199
Fabp7	5.128877632	4.930133329	5.098406924	4.948007389	5.07655482	4.84052366	4.815864861	4.894050385
Fads2	5.667428557	6.380503779	5.871892099	6.102900939	5.804422758	8.401852714	6.371295738	5.616429454
Fads3	6.04302072	6.080354228	6.222279062	6.060098558	6.210730755	7.133834403	6.638691486	5.847580569
Fah	5.392548693	5.631419607	5.29459747	5.456439297	5.587087407	5.640307608	5.688022258	5.422652156
Fahd1	5.832350801	6.116700215	6.139250504	6.018869293	5.813663206	6.147259205	6.445174631	5.797384502
Faim3	5.549822138	5.94228303	7.730283993	5.800892999	5.907050485	5.962529744	6.555421231	5.658219482
Fam101b	7.177007518	8.317438694	7.215949368	6.699286951	6.618663002	6.958563541	6.979728708	6.466493676
Fam102a	7.098651853	7.446921999	7.566325295	7.868757336	8.36346416	7.820363863	7.863119828	8.189917442
Fam108b	7.724064718	6.854145297	7.125517826	7.401451563	7.359869451	6.460854485	6.209625894	7.548156536
Fam109b	5.157973399	5.955303503	5.213304506	5.338181925	6.390273016	7.04323148	5.892451744	6.996778068
Fam113b	6.113201097	6.76460757	6.712080768	6.273613483	6.610394449	6.746565377	6.642426492	6.506073795
Fam115c	4.899062815	5.181729385	5.103747999	5.010214404	5.084034492	5.156263117	5.099057401	4.996080469
Fam120c	7.765856267	8.224310928	8.2713463	7.985142331	8.165318564	8.345969499	8.542833388	7.819318579
Fam124b	4.564811034	4.611016926	4.746937942	4.816493898	5.165554235	4.974126978	5.245429109	4.756845033
Fam125b	6.63067436	7.452957502	5.610234481	6.280507876	4.992478413	6.715270154	6.639826892	5.060437412
Fam129a	11.0371674	9.611006348	9.904139691	10.58055163	10.17325769	9.7121545	10.17036789	10.48413916
Fam129b	9.191615041	9.304890116	7.975796009	9.276639883	7.221826342	8.089616083	8.814469032	7.213046851
Fam129c	7.0073611	7.242797786	7.281490238	7.01260033	7.079373844	7.389100981	7.268432054	7.010942491
Fam132a	6.231021446	6.778460044	6.452348332	6.253683001	6.26852048	6.387756572	6.420320701	6.223710983
Fam13c	5.660362969	5.996582328	5.70244792	5.770062576	6.077100902	5.89920625	6.03579434	5.801046879
Fam149a	5.643891776	5.916955871	5.898234961	5.727529331	5.816895331	5.576097813	6.135240366	5.70822311
Fam160a1	5.546705174	5.805883138	5.769700343	5.805068845	5.757716683	5.947377059	5.679591288	5.716706167
Fam160a2	9.027830635	8.797901199	7.997645435	7.757074377	8.644262612	8.595163475	7.109920477	8.569549573
Fam164a	6.406170984	6.099680938	5.51108003	6.039221759	5.606634693	5.545384627	5.858460984	5.735446358
Fam167a	5.465555522	5.819328415	5.916437631	5.784681081	5.603380064	5.949710785	5.762211929	5.423949217
Fam169b	4.739297268	5.406206706	6.24547031	5.004014419	4.746785704	5.192230995	5.064660862	4.892672737
Fam185a	6.093858735	6.311672641	5.39157642	5.525605372	5.505689307	6.323881023	5.733953531	5.689863267
Fam189a2	5.21414942	5.331924919	5.081302696	5.398781308	5.344457481	5.278448219	4.85435478	5.17227468
Fam190a	5.036512125	5.202881305	5.316031066	5.227452292	5.221355111	5.361603451	5.803311002	5.141292177
Fam196b	7.41406025	5.685372076	6.967818012	7.321104322	8.040067751	6.301808936	6.144672517	7.862248413
Fam198b	5.283413135	5.362323765	5.353559721	5.643637845	5.241941214	5.183511657	5.647536136	4.989970044
Fam19a4	5.44765523	5.803357073	5.982905376	5.753846962	5.671870788	6.04393282	5.938806828	5.503961814
Fam20a	5.371968846	6.030149917	5.791947744	6.029278391	6.575472688	7.046391015	6.125107592	6.931471033
Fam20c	7.2386509	7.933678264	7.341952252	7.030997751	7.13900026	7.483594386	6.698452564	6.914095428
Fam26f	6.856036608	7.205437154	9.734876401	8.31776744	7.113665081	7.081379754	7.280795356	7.891123983
Fam33a	5.992283524	7.764070313	6.394061914	5.912751246	6.384652531	7.153199358	6.222350557	6.372745636
Fam40b	4.933643449	5.159684346	4.894145157	5.135060077	4.571576704	4.915884158	5.614150323	4.611978506
Fam46a	9.730284276	8.110173727	8.863215456	9.4767622	10.4670546	8.379181084	9.289151471	10.15138147
Fam46c	5.703127469	5.988845987	6.857402972	8.285456473	5.655198677	5.84565062	7.634405224	8.423071105
Fam49a	11.33106491	9.232431161	11.26180091	11.50988475	11.82312301	10.23642912	10.66376333	11.97061781
Fam53b	8.288728294	7.751792632	7.843693719	7.816476618	7.989190109	7.723121191	7.549136224	7.815316171
Fam54a	6.204582229	9.260715715	5.504373567	5.679850696	5.425096706	7.628864466	5.63774789	5.450315869
Fam55b	4.129258285	4.765948401	4.827788545	4.630347222	4.481428117	4.764491244	4.896131351	4.596703816
Fam55c	7.25222483	7.553862461	7.267523314	7.191587983	6.291842035	7.648140397	7.386183251	6.418215927
Fam55d	7.202199917	6.307759409	6.792107441	7.260613796	7.31216642	7.298110237	7.198202403	8.065450495
Fam64a	5.638602922	8.468487742	6.079107838	5.910011454	6.011070675	7.578409175	6.236603591	5.835687142
Fam65a	7.349803137	7.566247146	7.106361232	7.238679558	7.171894338	8.104452861	7.455316945	7.174584387
Fam65b	9.768297431	9.147408296	8.175530922	8.415913699	8.91210462	8.288079201	7.962476146	9.038136376
Fam70a	5.078493135	5.431215097	5.181835377	5.348669147	5.420777123	5.312362645	5.460773684	5.170707852
Fam71a	5.735384977	6.157150183	6.990901175	6.202069609	5.9790673	6.300507538	6.432527703	5.685736677
Fam71b	5.565767755	5.692683843	5.649524449	5.553052229	5.404639199	5.529834478	5.636927627	5.441557843
Fam78a	8.16861964	8.241439485	7.9050229	7.882016319	7.947195077	8.499137783	7.666148359	8.020496423
Fam78b	6.673974229	6.426290477	5.963529611	6.519542429	6.914942966	6.971958867	6.148281328	7.25933219
Fam82a1	5.208722735	4.855401739	5.05178246	5.157396793	4.996944565	4.858473417	4.873995246	5.0191806
Fam83h	5.606504412	5.311540655	5.621066252	5.726760388	5.812355746	5.584552677	5.614622985	5.574925583
Fancd2	4.902829309	7.299806956	5.044855999	4.97176272	5.045202676	6.443728749	5.374646548	5.108616452
Fancm	5.478021556	5.615547738	5.350186044	5.416244125	5.622576074	5.40892354	5.482640187	5.894432185
Fap	4.500209305	4.057799711	4.567742158	4.257885628	4.550796029	4.022264231	4.539137093	4.494278631
Far2	5.363347489	6.280840661	5.889930194	5.72726338	5.743675181	5.740595713	6.117797881	5.41852258
Farp1	5.338457694	6.12128899	5.437806991	5.296615251	5.593361241	5.9342106	5.853050003	5.468608078
Fas	7.482426682	6.623644008	7.766893484	6.395067371	6.774228978	6.100953827	5.376509188	7.071150192
Fasl	5.054223347	5.281987502	5.40301316	5.30432972	5.206768235	5.161495388	5.572536529	5.083474647
Fbln5	5.877032541	6.56718694	6.416690579	6.335823843	6.173617179	6.656027695	6.529350901	5.964959058
Fbn2	5.49866787	5.744926203	5.597601688	5.690351907	5.565447903	5.85588923	5.928941129	5.415118423
Fbrsl1	8.110297115	7.842113123	8.953208968	8.353692476	8.055098562	7.79861717	8.795988164	7.888039505
Fbxl12	7.476263672	7.228963594	7.097371311	7.246618687	7.746506595	7.546693086	6.971584937	7.776383023
Fbxl2	7.051809282	6.635385352	5.974677674	6.333565062	6.229449491	6.180643848	6.289123453	6.066784531
Fbxo32	6.946066431	6.749043453	6.996174044	7.092218011	6.929850162	7.039467073	7.345600402	7.168082185
Fbxo5	5.48539033	7.325540225	5.930370705	5.572768428	6.153846874	6.216531176	5.751276249	6.063512002
Fbxw13	4.03050971	4.233440727	4.25581794	4.232379352	4.349772181	4.237194024	4.119231658	4.003735347
Fcer1a	3.308525916	3.86324468	3.76391434	3.958963281	3.733169924	3.830505489	3.774639489	3.584729246
Fcer1g	12.42287074	12.24631405	11.93756755	12.22034601	12.6193406	12.51898908	12.08343653	12.5900153
Fcer2a	4.59404089	4.909662714	7.071854179	5.062491609	5.016139703	4.977421896	6.016017095	4.970295974
Fcgr1	10.93732105	9.365948522	10.08989993	11.08948731	8.509009124	8.622327638	9.892652627	9.13592025
Fcgr2b	10.61208272	9.728416409	10.56820173	10.89878686	9.678786824	9.811596312	10.61716305	9.940449241
Fcgr3	11.01057123	10.47754525	10.10229752	10.83466055	10.19321165	10.15706999	10.19688338	10.41452123
Fcgr4	7.371548118	8.251041921	8.238066478	8.763174404	10.55499844	11.46091981	8.452937397	11.06113857
