	B.FO.LN	B.FO.MLN	B.FO.PC	B.FO.SP	B.FRE.BM	B.FRE.FL	B.FRF.BM	B.GC.SP	B.MZ.SP	B.T1.SP	B.T2.SP	B.T3.SP	B1A.PC	B1A.SP	B1B.PC	MLP.BM	MLP.FL	PREB.FRC.BM	PREB.FRD.BM	PREB.FRD.FL	PROB.CLP.BM	PROB.CLP.FL	PROB.FRA.BM	PROB.FRA.FL	PROB.FRBC.BM	PROB.FRBC.FL
Hmbs	7.271886436	7.283619019	6.874025585	7.054242887	7.177604909	7.916185409	7.014223234	8.377200406	7.262184757	7.182576437	7.17557084	7.437292944	6.929177517	7.40201991	7.013661008	8.322659514	9.185508882	8.194616025	7.065905432	7.405225441	7.532294099	9.391526157	7.284317015	9.046914447	7.535107635	8.970490942
Hmcn1	5.246337775	5.303749094	5.672454573	5.253196373	5.59559317	5.496794671	5.410431564	5.154615611	5.303411809	5.588256898	5.296342379	5.229598177	5.230295254	5.144459073	5.180817536	5.064658706	5.679683704	5.196376228	5.521362784	6.937262776	5.286488147	5.256952769	5.524360706	5.120904845	5.690956189	5.384528783
Hmga2	6.067576338	6.109863381	6.259317688	5.752974218	6.005645506	5.901426071	6.261213608	5.840177016	5.988630916	6.05474069	5.775601941	5.836067192	6.079064448	6.102512567	6.002629769	7.002998083	9.133117375	5.777285566	6.009818915	5.929192906	7.281344023	9.75363356	7.008968901	9.511164586	5.939974848	7.425740704
Hmgb2	7.5512726	7.669022748	8.06700476	8.420218927	9.773991437	10.56867936	8.651048581	11.78440711	8.022677589	8.310275735	8.20822444	8.518744153	8.377888691	8.538421568	7.93493475	10.8437282	11.08880374	12.07894495	11.49026436	11.56830806	10.87695721	11.27179892	11.01418925	11.38199725	11.64405225	11.93986328
Hmgb3	7.209047794	7.044854907	7.456462844	7.85081963	7.844580239	8.302678522	7.349961735	8.778628907	7.309015466	7.787799413	7.988868704	7.954907205	7.094661861	7.183563927	7.497924203	9.208503848	9.814798307	9.644439702	8.799885236	9.159328795	8.93107974	9.807741521	8.427927195	9.546905518	9.030754486	9.872969955
Hmgcll1	5.403727866	5.4072451	5.420088225	5.402742639	5.911232978	6.7012755	5.482408396	4.809688825	4.797754893	5.84185574	5.609154108	5.764977716	4.689759482	4.768446369	4.610892944	4.613979479	4.708612145	7.333153561	7.503974107	8.90534077	4.71380394	5.47454853	5.34415829	6.966360478	7.697225914	8.011313553
Hmgcs2	5.626449358	5.565610376	5.76184639	5.402849489	5.525180421	5.650774131	5.649241804	5.270410582	5.543111237	5.438019991	5.632112109	5.481877987	5.634540996	5.452945699	5.650304072	5.472066111	5.313458709	5.315813759	5.466920719	5.473203526	5.608449509	5.435451913	6.291728326	5.603110987	5.459285156	5.352517256
Hmgn3	5.408618463	5.508851173	4.924491077	4.909278683	6.170329033	6.280836332	4.659896024	8.411744286	6.811887989	5.555545215	5.311087695	5.489374877	7.050733494	6.548631077	7.170518989	6.256305415	5.306603719	6.966994103	6.429973525	7.001251296	5.807163409	5.17705803	5.896897261	5.42024209	7.220748488	7.015858805
Hmgn5	5.821870902	6.346595284	6.18412951	6.525355324	5.857755453	6.900155145	5.852523267	7.865230121	5.184528922	5.898625974	6.270695254	6.410584202	5.621289016	5.618653214	5.967427636	8.380134284	7.721824912	8.924514237	7.489236508	8.117054823	8.164072905	8.654243142	7.826775201	8.735719718	8.299754155	8.354831339
Hmmr	3.860267595	3.891399743	4.015943526	3.756731548	5.46929884	6.29261367	4.164890841	8.304144724	4.06906052	4.207179655	3.907759157	4.026062297	4.038769775	4.15701271	3.886511129	5.966027791	7.339453356	9.106812332	6.871550038	7.463129792	7.005325875	8.03628536	6.851653795	8.461216532	7.472821329	8.722273265
Hmox1	6.361062101	6.21006021	6.398511702	6.046341172	6.528579132	7.149119444	6.361679475	6.83062295	6.62410967	6.1951238	6.062317467	5.863323159	6.426664516	6.941577426	6.078531561	7.138598194	6.656462048	6.779912358	6.402386223	6.105955288	6.837198583	6.798606155	6.977216089	6.415650514	6.620503815	6.705081697
Hnf4a	6.608142433	6.551317595	6.696685217	6.315671284	6.500849314	6.26437629	6.598661468	6.261684379	6.364952315	6.434831136	6.335046092	6.192759663	6.284396915	6.278241596	6.259962907	7.496089596	7.50937387	6.113786609	6.634267018	6.064272117	6.977330302	7.34905324	6.771487489	6.822385151	6.126709979	6.202729841
Hnrpll	5.131361061	4.969781356	4.907483582	5.085339669	5.392133067	5.053797757	4.927673681	4.967099423	4.940570836	5.031174611	4.789651012	4.707333361	4.860919771	4.945847228	4.879803772	7.536144037	7.845661074	5.243052087	5.116722392	4.983525696	7.197758278	7.566631508	6.361338065	6.716076349	5.022317503	6.073017561
Hopx	6.456818467	6.542242054	6.252454768	6.547912474	5.764798183	5.797480826	6.282523206	5.583005521	6.221100502	5.965743504	6.073310402	6.168866637	6.440608421	6.195196653	6.566180919	5.435351895	5.591409146	5.78689515	5.618292501	5.534685216	5.80859871	5.611964149	5.859721129	5.724049933	5.871118341	6.09551799
Hoxa3	4.710825715	4.721434639	4.905174371	4.6086831	4.795673452	4.551733379	4.583378675	4.621606493	4.664023866	4.695433398	4.574436604	4.532250455	4.587080905	4.498555121	4.548405798	5.861717211	5.257477105	4.623152827	4.63107129	4.654425993	5.621005669	5.313324467	5.624750137	5.065036572	4.94685872	4.665737637
Hoxa5	4.644213934	4.677047754	4.77200879	4.495957331	4.848512778	4.636833397	4.658095301	4.744738775	4.515865909	4.600483858	4.451310036	4.650100108	4.664456292	4.733930942	4.616612554	6.805208928	6.505785624	5.235118151	5.28182805	4.998821318	6.319922558	6.344814297	6.482137568	5.998170676	5.640993931	5.217273376
Hoxa9	5.614996882	5.358053928	5.356031095	5.144898842	5.309731598	5.182216882	5.210136859	5.295045837	5.220930952	5.217292766	5.077036437	5.203738868	5.24471838	5.274728815	5.15505702	7.526620714	7.399838158	5.155339073	5.42541902	5.410327535	7.626360526	7.001772974	6.752753943	6.661224662	5.527308095	5.73926486
Hoxb7	6.076601849	6.135570439	6.177863325	5.787310563	6.237823723	5.862969558	6.104234605	5.941193189	5.997008568	6.23837098	5.810552784	5.905229739	5.909844293	5.869324042	5.911127495	5.619269937	5.658086729	5.718140569	5.920450521	5.567502857	5.885218853	5.672788327	6.360644325	5.633260696	5.929595343	5.922719573
Hp	5.890985292	6.049851453	6.232422206	5.729859983	6.661034117	6.148681299	6.564531109	5.683080698	5.968920178	5.88155532	5.818445837	5.560005659	5.993015353	5.813915409	5.829880841	7.874001396	8.177395783	6.585835868	6.1711788	5.487591392	9.574802333	7.575014512	9.221546945	6.154809335	6.125639393	6.054439713
Hpgd	4.611989715	4.584339202	4.449479939	4.536620746	4.812513628	6.163004197	4.897091953	4.505173214	4.730627277	4.407327822	4.344082817	4.496622129	4.468224879	4.767782785	4.456000047	4.622019596	4.91230815	4.765365008	4.534246328	4.757298883	4.761343789	4.956140311	4.736064981	4.891594166	4.50073408	4.803390657
Hpgds	5.893871821	6.259010041	5.687063489	5.982836942	5.316542815	5.300887589	5.574861418	8.185038277	6.722690062	5.320910636	5.6209744	5.854570881	5.537531112	7.066171013	5.350585645	5.344851571	5.472819163	4.713012059	4.90068973	4.840411199	5.433239904	5.710856015	5.173862988	5.964598864	4.783009563	4.696661573
Hpse	7.73847704	7.919901564	7.768619273	7.86537696	8.353303587	8.937149661	7.69427314	10.5252124	8.487072134	8.306555874	8.285248385	8.311146594	8.521783889	8.182024486	8.265959877	8.35714322	7.07276324	5.783096896	6.672958004	7.105108827	7.846996985	7.086219395	7.815432292	7.712851842	6.312923483	6.995543687
Hr	6.288437008	6.211774107	6.405835265	6.097978025	6.207223264	6.136778579	6.318296352	6.052013689	6.192479572	6.242442452	6.199422387	6.077366922	6.181848625	5.980012348	5.957337343	5.855566192	5.757510465	5.956749017	6.193100826	5.93205487	5.934779887	5.748774284	6.303796727	5.702184693	6.205292149	5.940162051
Hrh1	6.972099833	6.801085346	6.664729336	6.48956916	6.672607789	6.513880212	6.747215512	6.488503762	6.785290724	6.621753974	6.35525183	6.323074582	6.747357411	6.590870945	6.591076473	6.475559568	6.631310949	6.338375682	6.548584586	6.334568871	6.616241526	6.389778451	6.801092354	6.336953395	6.449923378	6.803674364
Hrh4	4.527552071	4.237324065	4.378016768	4.184637353	4.348857961	4.143540358	4.271522789	4.181134363	4.12020262	4.084520706	4.277836008	4.205900745	4.35073532	4.224396633	4.128922985	4.088285791	3.959448696	3.970326042	4.169895613	4.195707178	3.997515224	4.002219441	4.268546679	4.197123624	4.294865772	4.120600774
Hs3st1	6.403453502	6.482436364	6.14327504	6.109350111	5.395295916	5.249043272	5.882709069	5.806452956	6.831638715	5.883628961	5.882506924	6.039162526	5.640850331	5.624635127	5.771272004	5.065654163	4.889759068	5.004639213	4.972888676	4.764629242	5.601237927	4.869336793	5.95460521	5.490063044	5.014648385	4.961431944
Hs3st2	6.717622964	6.595119205	6.874344107	6.496340373	6.747535099	6.581642991	6.578606171	6.560159063	6.567947458	6.461853203	6.597648861	6.447830423	6.550084917	6.493536327	6.484124701	6.391969159	6.473279304	6.585283064	6.610494851	6.325436188	6.419363038	6.212684112	6.683349773	6.334242889	6.515722963	6.542908045
Hs3st3b1	6.893173488	6.817581903	7.031190789	6.914782553	6.97968851	6.920677189	7.16443567	6.768957085	7.559729897	6.917147278	6.757760235	6.878811973	6.977335646	7.118510276	6.882696844	6.66485328	6.600960523	6.599921766	6.890997853	6.729264529	6.623547931	6.486440866	7.034144444	6.53787274	6.939713585	6.748443343
Hsd11b1	6.706663157	6.956699076	6.414061096	6.888019081	5.635499992	5.448473716	6.528594759	5.335408221	6.059711465	5.852353473	6.258783972	6.551571899	5.560169766	6.220703028	5.752430157	5.283453265	5.170165431	5.187472169	5.287442744	5.638365437	6.38716606	5.159918417	6.358942567	5.067826556	5.496321729	5.687675682
Hsdl1	7.659125019	7.483856075	7.507530914	7.654425516	7.718079134	7.764521101	7.46224977	7.218259046	7.685347078	7.835854825	7.693104047	7.57079685	7.634776449	7.938040891	7.661323251	6.914790525	7.312663056	7.331057258	7.642471741	8.223378141	6.861592329	7.099112822	6.460694653	7.099346408	7.497043595	7.844906791
Hsdl2	7.517380427	7.832987878	7.538046111	7.983715692	7.96526867	7.958454696	7.756903195	8.160503597	8.310412684	7.936916245	7.88868136	7.874301477	8.223828605	8.24339656	8.414515837	8.063855592	8.016319694	8.147874974	8.004379477	8.416484822	8.053083634	8.073864674	7.895471071	8.280114372	8.351642609	8.338700733
Hsf2	6.043951406	6.059067523	5.779488243	6.378002313	6.157428458	6.754391825	5.699207352	7.132303672	6.059843391	6.095810519	6.29239158	6.402558473	5.535428841	5.606310449	5.559399016	7.362231626	7.480854005	7.390271582	6.549190657	7.381935403	7.170398809	7.745071241	6.702180306	7.78266498	6.958322252	7.698426634
Hsf5	5.687354686	5.50801552	5.579682002	5.43290486	5.58564161	5.56117031	5.719867928	5.686225969	5.696680117	5.380997205	5.544006181	5.582282009	5.312559901	5.524484254	5.412258764	5.286062378	5.134726123	5.293645145	5.3154189	5.363213138	5.379516998	5.202200896	5.499739873	5.282709142	5.54144153	5.362038489
Hsp90aa1	11.05410146	11.1826485	11.10049533	11.32512523	10.54679567	11.65460184	10.61579989	12.16045518	11.18398756	10.71519312	11.2226264	11.19477232	11.44375211	11.18379403	11.46412455	12.10117355	12.07219221	12.50890907	10.99918929	11.49042753	12.16827431	12.69404123	11.79609808	12.67038609	11.86536979	12.48323282
Hspa1a	7.811097207	7.762526439	7.918709223	7.660075782	7.751632872	7.612213147	7.791267532	7.787162744	7.63303081	7.889361791	7.727684296	7.689422176	7.814785171	7.558765592	7.742926695	8.132600747	7.581890249	7.65557127	7.691687694	7.576024728	7.628086538	7.584850537	7.856958931	7.555912506	7.469277129	7.712228457
Hspa1l	5.615436897	5.34738101	5.366605479	5.294928246	5.493863987	5.215919285	5.314986485	5.412274574	5.110043017	5.233991566	5.230592435	5.330350442	5.126480094	5.19085055	5.240801507	5.540629455	5.423747349	5.386201649	5.500994272	5.125933453	5.260419658	5.43482391	5.5096048	5.252657864	5.610094679	5.370846632
Hspd1	8.653415307	9.058662388	9.033142511	9.608497931	9.115578393	10.17955588	8.835767155	10.28407367	9.826518616	9.210403964	9.595715987	9.557091955	9.694381453	9.878601311	9.688316001	10.89054927	11.42841009	10.98954087	9.044183438	9.67359523	10.35271542	11.4557778	9.972481863	11.40002853	10.42297027	11.34350881
Hsph1	8.527227347	8.642265222	8.798754102	9.362231699	8.030788321	8.540331494	7.993309227	9.528010392	8.973353164	8.687029185	8.95990797	8.968477301	9.02077479	8.785055434	9.097036684	9.135556801	9.567668331	9.190151846	7.712844049	8.068582323	8.277350795	9.614108719	8.065193823	9.549863714	8.562029948	9.739856427
Htr2c	4.656567874	4.587310979	4.707944375	4.331626402	4.688881576	4.300938824	4.566374771	4.385062839	4.455552992	4.454923812	4.433017292	4.47685689	4.56947894	4.43329889	4.420668785	4.22172051	4.290370336	4.46320392	4.690484144	4.388196427	4.479687584	4.187353393	4.693807521	4.329996605	4.582776766	4.319372262
Htr7	5.120714808	5.146128397	5.195447344	4.927307059	5.019036152	5.014105299	5.225589855	4.904837302	5.025646032	5.284662185	4.904376514	4.937904599	5.067786409	4.853864276	5.064217498	4.754263535	4.667924286	4.897621221	4.731862061	4.882669132	4.697632983	4.682616368	5.028849796	4.811457329	4.958292088	4.893464147
Htra1	4.833831255	4.821875153	4.716253816	4.529210847	4.908830517	4.536241516	4.66565806	4.671893427	4.592843698	4.542697602	4.549122872	4.512892657	4.594265875	4.60345425	4.488253627	4.58969159	4.557896094	4.636962901	4.643640731	4.390800651	4.547850796	4.461803557	4.751620376	4.397996859	4.617402324	4.631172204
Hvcn1	11.91657381	11.80022529	10.52290096	11.76499409	11.25885166	11.3488794	11.30223235	10.94407983	9.825301691	11.67302716	11.69459501	11.86006449	9.865575849	10.98928066	9.260348065	7.706834938	6.441739089	9.675734262	10.11293318	9.522441145	7.654696647	6.719758888	7.933711749	6.842012522	8.890602539	6.590929314
Hyal1	5.216474267	5.225233792	5.222899852	4.972737068	4.989547774	4.763450527	5.185351205	4.838699702	5.106059316	5.121541806	4.903144347	5.034297898	5.081162064	4.963496473	4.81840408	4.878725341	4.939340998	4.785358737	5.085681003	4.846663802	5.016120384	4.918581825	5.220126771	4.763978059	4.982077866	4.787239159
I730030J21Rik	10.0437313	9.526268129	8.225567041	9.077858502	6.538691799	6.607850577	8.506971462	5.994815025	9.445340054	7.082201212	8.328871611	8.912064689	6.774378568	7.443597121	7.106889522	9.726521613	6.057614173	5.063472742	5.534364623	6.146217346	9.49804159	5.137278085	8.88129486	5.326090272	6.997825678	5.878623175
I830012O16Rik	4.648905432	4.385483958	3.752748591	4.062870043	3.928266085	3.536736775	3.669839376	3.319367445	4.450797755	3.937156038	3.794287621	3.82128503	3.579180148	3.693596607	3.660034887	3.465742701	3.283763768	3.328285968	3.620246223	3.374974537	3.639216725	3.49663278	3.589203196	3.244313722	3.405102878	3.044522353
I830077J02Rik	5.941749557	5.890237521	6.088736659	5.579688036	5.84378206	6.100827009	5.99594876	5.307045942	10.70986737	6.949674605	6.470333494	5.77247338	5.325738986	6.010883503	5.545157037	8.219365425	7.38540889	5.742656607	5.653892175	6.322383073	8.492019397	8.074753564	8.337021174	8.476806948	5.89122231	5.866507449
I830127L07Rik	4.854260017	4.660557881	4.840887839	4.304352843	5.638538244	4.709382548	5.386779913	4.429145031	4.461356114	4.484902897	4.181219192	4.577692669	4.680836299	4.721942224	4.310386173	6.040078713	4.340956238	5.770129548	4.887945995	4.126837983	9.099993131	4.660563586	8.914295279	4.165011481	5.48942626	4.616110639
Ica1	4.086376168	4.292178046	4.030933399	3.985919334	4.118404027	3.944642962	4.282958667	4.150150747	3.897505056	4.062501682	4.039781788	3.943177446	3.92110304	3.967448387	3.972132008	7.528352327	7.84192009	4.301529118	4.281057735	4.725248543	6.783376764	7.209249944	5.72212307	5.902331697	4.798225094	4.620877657
Icam1	8.302721165	8.343183494	7.737590552	8.055698371	8.62088633	8.384827487	7.984773891	8.793327261	8.606911255	8.098411837	8.228458774	8.184813039	8.059167956	8.274199218	8.068237636	7.756434898	7.90407901	7.03496179	7.569949507	7.812701224	7.596218585	7.637428874	7.571150795	7.726201353	7.492645559	7.733450155
Icos	5.558706928	5.602800299	5.941493701	5.588617703	5.807914716	5.458570116	5.978638013	5.449073791	5.690316517	5.809639097	5.673245465	5.685644928	5.84631278	5.714519375	5.599536007	6.538190872	6.621257753	5.653799524	5.524196393	5.495281565	7.351610663	7.314733076	6.976543503	7.492474924	5.60162125	5.909161053
Icosl	10.7286764	10.60835577	10.23604035	10.98917454	7.573187673	6.908525124	10.46595672	8.788992547	10.14951707	9.012184541	10.17791414	10.61636683	7.09312455	8.211741423	7.427093507	6.617767911	6.136265909	5.914730341	6.152455893	5.814112866	7.058706848	5.887457034	7.038748105	5.846677172	6.107094993	5.945478952
Id2	5.140324675	4.798961203	4.84752762	5.167585405	5.877267362	6.567837462	5.106813117	6.851591648	7.359290108	6.030764968	5.358440806	5.142514189	5.194303787	6.483949294	5.685987789	6.397648538	6.885071985	6.083378623	5.980547093	5.442252385	7.737422225	8.121442515	7.337723355	8.832561574	5.756416661	5.778701834
Id3	7.431388536	7.822329061	6.877254681	7.704300923	7.972238869	8.220852134	7.745795314	8.253344522	7.343928602	7.890305019	7.79580244	8.237663456	6.913837253	7.913684495	6.572735086	5.410329231	6.677412867	7.567516294	7.436930255	8.543015317	5.808064931	6.448377351	6.252170101	6.985644252	7.960835442	9.378727852
Idh1	6.728815056	7.006821994	6.388985647	7.092556664	6.854202243	6.856790695	6.676191231	7.607671095	6.207968966	6.920740699	7.08858933	7.03044791	6.757125505	7.124326757	6.708065811	8.712342224	9.369853366	6.923932765	7.542080282	7.574340221	7.950396868	8.769753009	7.48106135	8.260290898	7.329005161	7.650399819
Idh2	7.558578751	7.68795043	7.510925272	7.606118435	8.420558193	8.672713852	7.768734385	8.961675221	7.745237332	7.998288603	7.871673854	7.882885516	7.837358395	7.874159643	7.915766667	10.73204289	11.1674061	9.422567659	9.680552749	9.963138699	10.3711525	11.04478543	9.905730037	10.81424564	9.907318832	10.49353819
Idi1	7.860461292	7.799664346	7.477970574	7.933413891	6.390712964	7.398288227	6.69565657	9.657067348	6.62199079	7.496896109	8.068389029	7.613767368	7.191839301	7.569050512	7.394587308	8.058765103	8.534580434	8.261054508	6.637804393	7.57694936	7.666427356	8.664219944	7.6748123	8.808667027	7.688325619	8.783168287
Ido1	5.334677317	4.964808308	5.049241583	4.914672945	5.103048564	4.979877488	5.106383219	6.437355927	5.068656481	5.044455323	5.081022839	4.932599813	5.131169652	5.013259018	4.913084077	4.86703652	4.633681132	4.811820359	4.855122624	4.770148934	4.82321946	4.786826338	5.185502853	4.81172961	4.969130531	5.045499762
Ier3	5.244268683	5.201097978	5.605254299	5.039908971	5.473392963	5.384034836	5.436712652	5.108542577	5.034033723	5.290329784	5.190656998	5.136516798	5.190591157	5.153575	5.206355396	5.956669458	6.49799284	5.021479727	5.518431276	5.193560185	5.671836829	5.777377631	5.804019991	5.411595725	5.018286988	5.322797057
Ifi204	4.76579462	4.760847221	4.957995055	4.645075233	4.971681494	4.708041892	4.941367713	4.414647468	4.745699867	4.828326926	4.866469532	4.818085323	4.636912648	4.852546571	4.701027774	4.799707728	4.527051563	4.626100326	4.842008331	4.565804305	5.459448013	4.757899766	5.190801506	4.589593725	4.729139425	4.078254012
Ifi205	3.565164546	3.508889193	3.757439349	3.466909846	3.630898556	3.377605031	3.61091656	3.58760902	3.51775861	3.689194776	3.491806074	3.578556358	3.614128724	3.666215006	3.784877347	3.678167706	3.50002442	3.497501663	3.812549566	3.371070912	3.591763181	3.793583802	3.675135627	3.88213761	3.655233508	3.576118982
Ifi27l2a	8.289784217	8.697294848	7.332775652	8.225967514	8.277018599	8.409686941	7.4939699	7.04483524	7.984979857	8.829773361	8.379065677	8.227563481	7.796891451	8.636878278	7.733176027	6.186372292	5.786200786	7.24447579	8.140688859	8.06574301	7.056641689	5.658654222	7.088428911	5.995654858	7.508180892	5.871746743
Ifi30	11.69706028	11.46286285	10.42379829	11.08807181	12.44296555	12.29377151	10.93027487	11.13227044	11.24670583	12.42608799	12.04655104	11.04594439	11.95640528	11.24817843	11.96084665	7.492897069	7.610534714	7.770688337	9.918360641	9.635665344	7.511174142	7.984464222	7.6736338	8.149569481	8.799906276	9.700867435
Ifi44	5.916033497	5.679729676	5.850045948	5.624665342	5.736839353	5.607512797	5.605414327	5.417409233	5.764834445	5.95851405	5.851905585	5.821889605	5.586976859	5.309985584	5.624309542	8.4093467	5.570330354	5.710777051	6.070327783	5.292252909	8.717164364	5.274944947	8.318182599	5.251818803	7.316537385	5.47983199
Ifih1	6.329111933	6.428093246	5.755180464	6.016892953	5.891170453	6.388365787	5.968967779	5.456763446	6.254273417	6.314778083	6.186116221	6.15038637	6.240570022	6.220843591	6.382292583	7.449909626	6.680456579	6.158022561	5.8655609	6.699902307	7.396366167	6.709093465	6.698319549	6.510721977	6.430355532	5.490780829
Ifit1	6.090352761	5.661004654	4.807360075	5.652666223	5.079336862	5.602943778	5.180641196	4.381191067	6.208385246	5.640295074	5.958446769	5.62718171	5.177144428	5.64073949	5.289191403	6.004226647	4.943322813	4.85951905	4.920096354	6.028396024	5.937803401	4.795299409	5.488137383	4.981838957	5.225533302	4.374230369
Ifit2	6.468858602	6.869721323	5.717287083	6.49261058	5.786806304	6.281363808	6.362046674	5.626608512	6.460015683	6.285231428	6.749255355	6.579071507	5.569545775	5.808766441	6.020068027	6.621109366	6.234003705	6.90263358	5.93903847	6.846741099	6.501164168	6.121154274	6.327249029	6.110231681	6.816095767	6.208612848
Ifit3	6.316610994	6.411839176	5.006224705	6.168275646	5.10294222	5.435451913	5.584082589	4.481238656	6.995223318	6.20215191	6.264276818	6.104405857	5.030277216	5.630924759	5.42709211	4.670599602	4.036690875	4.465288858	4.824071961	5.322952045	5.151977846	4.557446853	4.817935296	4.525277534	4.716015969	4.065319548
Ifitm1	6.235728974	6.076803485	6.331170149	6.211010246	6.627737659	6.090255006	6.406017879	5.930082852	6.22032673	6.099253118	6.235576452	6.191610682	6.253982335	6.126944988	6.096937185	10.06646512	9.802300349	6.272641603	6.498531187	6.248816269	8.376083704	9.264353768	7.956699656	8.448508269	6.52985998	6.813206991
Ifitm2	6.4182414	6.228936025	6.198081559	6.186896014	6.573811264	6.408634879	6.521737571	6.083904051	6.255010939	6.121984473	6.219122689	6.382168056	6.813904296	6.307151921	6.187354713	10.71855218	10.67079243	7.77462719	6.740830442	7.80310474	9.624687394	10.00959067	8.810400445	9.075504554	8.824748763	9.181235594
Ifitm3	7.19375302	6.358141864	5.080426007	5.83535062	6.63812743	6.263056948	6.635245064	5.753149879	5.966532753	5.681373362	5.841495998	5.911233777	5.215285128	6.687929208	5.261364071	11.27429124	10.84002966	6.466293759	6.372953839	7.192039601	10.56977053	10.10131692	9.810477045	8.975555197	8.67180676	6.945595999
Ifitm6	4.800563447	5.000929938	5.152186124	4.63262109	6.164566404	5.601251795	6.179181257	4.51643335	4.621723697	4.657033992	4.730080158	4.82816611	4.935763027	4.821297788	4.837722953	7.701545072	6.473995748	6.987473223	5.906125765	4.555511472	10.78312146	6.379804614	10.43660315	5.443783441	6.217274669	5.16731109
Ifnb1	4.788471691	4.533978572	4.619571475	4.414234777	4.48625528	4.521764787	4.485800334	4.476977826	4.527929422	4.856655429	4.432556376	4.526559228	4.44143036	4.552819699	4.560727181	4.457008152	4.531217166	4.270095321	4.527036963	4.419950068	4.619878573	4.252995875	4.641592269	4.383559152	4.331645509	4.632277911
Ifng	5.670559948	5.579226418	5.534352171	5.532511259	5.739617714	5.588567736	5.541546847	5.405943589	5.454033284	5.917524049	5.537127267	5.504069479	5.574099489	5.369066261	5.514911265	5.324145435	5.378739339	5.517973772	5.644838811	5.241283434	5.249873838	5.211972632	5.387012648	5.463638803	5.404723773	5.470360069
Ifrd1	7.605967618	8.003937987	7.538160214	7.98517972	6.993193912	7.724861468	7.511551058	7.850326047	7.962740452	7.368683387	7.619823809	7.825068596	7.703929867	8.017502824	7.57166417	8.152227919	8.401347596	8.207661231	7.902867487	8.026982413	8.092046364	7.979710991	7.816694575	8.203638389	8.160527967	8.486609132
Ifrd2	8.274895031	8.224031429	8.12292995	8.379723042	8.185862912	8.572151083	8.276452465	8.475052853	8.508089755	8.162786065	8.503310701	8.376050991	8.46123468	8.866374532	8.445230786	9.827486371	10.17583374	9.181464289	7.653542078	7.988980958	8.798165571	9.708783119	8.606266396	9.611095762	8.686307338	9.589001522
Ift57	5.262741329	5.420687871	5.946669265	5.411762926	6.353823748	6.45544559	5.643114454	6.994004885	5.063481371	6.145510354	5.961894927	5.714818818	5.801118121	5.705440706	6.299984575	8.663814333	8.612143344	7.625288757	6.946452103	7.137717999	9.323713077	9.202828507	8.766253843	9.350790117	7.657969823	7.849449098
Ift80	6.337995572	6.636757526	6.573861241	6.864403255	7.012643905	7.245665202	6.410030672	7.716974438	6.327972331	6.80665788	6.602639486	6.876079365	6.767703788	7.188655766	6.698856046	7.289364185	7.181333173	8.674714628	8.004989324	8.216228011	7.566866895	7.531707135	7.123704473	7.789193009	7.883150552	8.131610232
Igf1	5.852791652	5.67451903	5.905939707	5.752124145	5.808302667	5.621846752	5.666340006	5.469204398	5.608195178	5.650435244	5.747766017	5.641079698	5.554366803	5.653343826	5.635340365	5.474735357	5.770057288	5.618422701	5.655994792	6.077745746	5.548280427	5.473319356	5.764486821	5.503217267	5.746511634	5.445590981
Igf1r	5.663170962	5.550885277	5.633771209	5.635814357	6.114217083	7.11363383	5.989814166	5.387983981	5.390618394	5.685705659	5.597792357	5.807111017	7.094692471	7.158842419	5.984408585	9.225417679	9.021824295	6.605700751	6.625677189	8.794506086	8.676627313	8.549471777	8.249202952	8.355604372	7.749915897	8.260324461
Igf2	6.178045318	6.070072272	6.237749167	5.85419767	6.004427982	6.090697497	6.087975473	5.792447607	5.953316464	6.062449154	5.900098776	5.6448465	5.965933548	5.964571912	5.969521982	5.666704762	6.724800772	5.85869719	6.110336097	5.933191772	5.743996002	6.009412121	6.264764414	5.958248775	5.810947736	6.022966222
Igf2bp1	5.71061498	5.57744192	5.824037157	5.371428759	5.608345022	5.780265474	5.709251112	5.513505484	5.421260334	5.626352494	5.433448015	5.553730141	5.526794986	5.482880006	5.443846418	5.510908925	9.284725489	5.586287368	5.489372736	6.149265463	5.433841897	9.39518479	5.689076868	9.323582338	5.329908133	9.501603217
Igf2bp2	5.09529152	5.069454422	5.371044186	4.908636802	4.952841403	4.9364385	5.075173196	4.860487779	5.071975706	5.162642415	4.969696949	4.983431449	5.004107331	5.019015389	4.968248994	5.036356068	8.552350555	5.022203558	5.033569833	4.966232028	5.098274969	8.081202372	5.16613797	7.644060798	5.120392033	6.610607548
Igf2bp3	5.769556218	5.721176677	5.713032228	5.691300583	6.40665401	8.737325209	5.893531292	7.4298801	5.415898351	6.249051492	6.520843366	6.436859759	5.571744555	5.84881028	5.643580128	5.316047061	9.412572458	7.176032489	6.074006555	8.937242566	5.586820777	9.869956258	5.567149918	9.955325785	6.674268551	9.118762022
Igf2r	7.424575729	7.368910912	7.352004571	7.777571605	8.158884822	8.414931548	7.606174462	8.833657033	7.846462393	8.044269518	7.986451705	8.210653	8.248991899	8.295380873	8.259057605	7.065199075	7.841289043	8.229896462	8.224895322	9.34775718	8.210535144	8.241520365	7.104962199	8.26377341	8.126401794	8.61115504
