	B.FO.LN	B.FO.MLN	B.FO.PC	B.FO.SP	B.FRE.BM	B.FRE.FL	B.FRF.BM	B.GC.SP	B.MZ.SP	B.T1.SP	B.T2.SP	B.T3.SP	B1A.PC	B1A.SP	B1B.PC	MLP.BM	MLP.FL	PREB.FRC.BM	PREB.FRD.BM	PREB.FRD.FL	PROB.CLP.BM	PROB.CLP.FL	PROB.FRA.BM	PROB.FRA.FL	PROB.FRBC.BM	PROB.FRBC.FL
4930572J05Rik	7.434875049	7.446881483	7.584456717	7.908542337	10.05642936	9.178594893	8.211729176	7.778579411	8.756165213	9.585677096	9.199163468	8.415928765	7.597886441	7.633626042	7.867937224	8.159252258	7.407288445	8.053488256	8.621483784	7.238322252	7.563813521	7.316085086	8.124723731	7.511597704	8.25432161	7.667759456
4930579C12Rik	3.884978813	4.026020971	4.128977958	3.898443783	3.974055066	3.829443681	4.045084699	4.007153631	3.888629614	3.9720983	3.862335667	3.963958024	4.275188366	3.95926939	3.859094923	3.811445341	3.830231658	3.894681974	4.075923344	3.778247132	3.848521124	3.822016271	4.072330936	3.879715567	3.800765328	3.79740733
4930579G24Rik	7.048310307	7.137482006	7.098093159	6.784346059	7.667916482	7.950480273	6.759426624	8.398178472	6.907992634	6.944363801	6.963116103	6.944722991	6.755148856	6.996224709	6.530408418	8.219959607	8.786494429	9.242667126	8.454328634	8.72974388	8.105270544	8.497175095	8.238866017	8.624469907	8.284359896	9.095641583
4931406C07Rik	6.360905888	6.36219984	6.443492279	6.480921037	6.193646915	6.371234743	6.410047637	6.45442378	6.496989022	6.259942827	6.393098671	6.316087198	6.928975465	6.769788706	6.77250857	8.184492433	8.841141829	6.686417885	6.22216505	6.917822771	7.839505735	8.295802601	7.453864054	8.074283138	6.898178115	7.066385236
4932438A13Rik	9.885482927	9.898430733	10.0563038	10.26198378	9.739165604	9.869074143	10.00717559	9.853239836	10.14113566	9.949550642	10.17679752	10.20319133	9.851045061	9.560742431	9.969610619	9.484751412	8.465605719	9.72043193	9.986181798	10.12574997	9.841006136	9.240808342	9.543843495	9.257717598	9.76316162	8.692030053
4932438H23Rik	5.338604473	5.502410169	5.401624778	5.130638513	5.243646234	5.362430145	5.589356024	5.080050729	5.277612871	5.435285213	5.33239645	5.227330344	5.150119598	5.341682783	5.242418315	5.268122757	4.77376781	5.063098781	5.343869695	5.05483835	4.987235963	4.943897891	5.331991778	4.942300235	5.300964442	4.900974654
4933407I18Rik	5.11613183	5.075096163	5.323217528	4.971574209	5.011918987	5.245893652	5.237299843	5.061822271	5.031354023	5.149065573	4.970665024	4.96090705	5.249068563	5.006093021	4.944343106	4.792022388	4.786075294	5.203933283	5.098903755	5.194211843	5.137518552	4.74585939	5.55574178	4.756859618	5.154369876	5.084780047
4933409K07Rik	6.107177313	6.101038599	6.436939691	5.95233745	6.570210923	5.888089729	6.079003983	5.995785237	6.000186336	6.152096189	6.196530328	6.002861511	7.397369449	5.917415046	5.844980627	6.978291745	6.088591097	6.36184496	6.19847189	5.889708781	6.988656287	5.738094062	6.824460153	5.657788611	6.402943261	5.679524201
4933416I08Rik	6.046570728	5.633982336	5.788279395	5.453255267	5.843242715	5.52625352	5.59057208	5.608808257	5.445991491	5.8589201	5.392163985	5.301548628	5.692209572	5.75509276	5.699981867	5.128596543	5.090904229	5.502895967	5.489775188	5.304602303	5.289977056	5.225655402	5.303935967	5.228909738	5.507882362	5.38374691
5031414D18Rik	10.26022812	10.54476086	9.620977332	10.43862266	10.20776664	9.562358446	10.31190979	9.582309675	10.09542309	10.25370017	10.43819331	10.20388843	9.883769257	10.4036684	9.728112291	7.313818589	7.018247665	8.058644803	9.333722922	8.16896372	8.021919768	7.213892888	8.033436355	7.626799279	7.811279849	6.562515671
5031439G07Rik	8.752588212	8.472802379	8.422616782	8.760268969	10.00216073	9.673821629	8.556385602	9.539484673	8.643667665	9.734465143	9.251377864	8.795896901	8.93681223	8.869059076	9.179563797	8.269451424	7.826685124	8.847420715	9.14274298	8.764329566	8.576401833	7.976677148	8.448619147	8.105861727	8.791077345	8.156995525
5430435G22Rik	5.120851637	5.272364158	5.180110722	5.109455287	5.183962835	5.133474478	5.218216738	4.990175837	5.282715319	5.164778235	5.110372988	5.259716904	5.024151213	5.222275198	5.206175637	6.330951377	5.937092464	5.238776671	5.179928989	5.24495554	6.902423756	6.897330389	6.349153377	6.611290435	5.281242004	5.398618297
5730471H19Rik	6.867784058	6.796105386	7.216745535	7.132235115	6.411385568	7.235236889	6.939515355	6.732250654	6.946446254	6.280137268	6.756715094	6.928234892	7.722278161	7.108664538	7.378385902	7.804633456	8.829005014	6.774534511	6.231095069	7.003321136	7.610131107	8.703543951	7.323313319	8.58889824	6.611919409	7.972597314
5730508B09Rik	7.551640979	7.420188183	7.592797114	7.412611056	7.422842966	7.430955665	7.509170093	7.060913851	7.288666474	7.527505938	7.485395697	7.38009939	7.343271897	7.585792938	7.213762013	7.49175491	7.36225625	7.545050953	7.588882503	7.375657804	7.516527377	7.375883074	7.453724775	7.160846592	7.477225605	7.222508992
5730522E02Rik	8.430840773	8.760190003	8.658922418	7.715568984	8.451667893	8.211031181	8.538352823	8.152460795	8.360885556	8.36210499	7.847868745	8.038779101	8.135947963	8.460192658	8.115203218	8.247221892	8.297927345	8.113996829	8.558618289	7.957484968	8.239145164	8.052322056	8.805131524	8.021258731	8.414598284	8.569492864
5730528L13Rik	5.82672643	5.926882641	5.855137578	5.69702222	5.927753473	5.741631471	5.914693671	5.619274095	5.730033951	5.703419134	5.520776331	5.631077113	5.651297622	5.694627188	5.52003664	7.906598721	6.862425767	5.743123561	5.816705507	5.535838346	7.034954455	6.28111277	6.923506065	5.780279474	6.101379041	6.049871778
5730590G19Rik	5.665259161	5.56058046	5.789651012	5.547084749	6.845888515	7.604954694	5.776039925	9.048667415	5.771279928	5.87992872	5.748834203	6.008846149	5.646652307	5.931372614	5.564275522	8.029690021	8.773034669	9.662410073	8.03829954	8.649103815	8.118747317	9.004526392	7.976219697	9.169260106	8.517960916	9.157929538
5830403L16Rik	5.607129062	5.412955361	5.668028329	5.374263992	5.763598362	5.39906511	5.564154572	5.156116119	5.490043784	5.679794409	5.476876328	5.347585347	5.564191163	5.397631284	5.467178384	5.258826049	5.23903391	5.373060017	5.287796092	5.24144743	5.176527565	5.131824043	5.655003994	5.119722753	5.469360712	5.48685915
5830405N20Rik	9.087453824	9.356861061	8.599229383	9.395994325	7.728614188	7.812601333	8.389401321	8.538493286	10.08036027	8.478603267	8.860406869	8.840245533	8.266347889	8.295300126	8.966167702	9.547472724	9.573640372	7.984974921	8.069660998	8.223189065	9.761112207	9.551176196	9.101862378	9.353793393	8.468820326	7.526877127
5830411N06Rik	5.934438656	5.682660373	6.116964923	5.699872702	6.015412822	5.681645097	5.983806881	5.622988901	5.822476932	5.900421657	5.722792051	5.561326136	5.776503219	5.660870161	5.76141294	5.506739978	5.524611187	5.654512875	5.716523634	5.496508155	5.912139658	5.431003319	6.494131556	5.691276385	5.668675122	5.566886171
5830416P10Rik	7.03321319	7.78600688	7.747629977	7.861119586	7.20128556	6.913362574	7.89372745	7.513289655	9.241969569	7.862027505	8.279901799	7.627151304	8.484719798	8.461748111	8.884280536	6.300450949	5.767517972	6.88934658	8.054029929	8.951852646	7.222055216	6.139445619	7.221922503	6.761336696	7.894292721	6.927145052
6030429G01Rik	6.248762516	5.958022131	6.396003604	5.723080678	6.125925878	6.031944308	6.042158397	5.982772306	5.922097922	6.039607808	5.866110106	5.894946267	5.996037672	5.976976849	5.839522112	6.343350966	5.886449347	5.903447265	5.951070966	5.659074937	6.182590341	5.731066452	6.391223394	5.701914952	5.887630057	5.744060606
6030498E09Rik	3.900847491	4.262721287	4.211679377	3.884262523	4.34486163	4.172308821	4.215870115	4.143450564	4.189289542	4.194087052	4.051241575	3.970326042	4.246869149	4.145779337	4.201461355	4.00662118	4.27992934	3.869078463	4.20101431	4.131435834	4.13015112	3.768060786	4.418122468	4.094523229	3.824981645	4.253883404
6230427J02Rik	7.331305278	7.508783842	7.413851578	7.77523034	6.848757293	7.212374139	7.517495126	6.487743047	7.056695151	7.137278085	7.436750124	7.384408766	7.051417058	6.41323131	7.344855417	8.721382572	9.070853156	7.134385588	6.830181366	7.991217214	8.326942504	8.702480243	8.004980385	8.594140445	8.011405624	8.502886422
6330403K07Rik	6.285282914	6.389719952	6.380112381	6.166732849	6.476074342	6.183657214	6.358108449	6.219486072	6.106969411	6.410863996	6.099705481	6.241397216	6.323840201	6.023059031	6.023890347	5.977876343	6.142861317	6.10646558	6.211312075	6.01098865	6.076410873	6.018344858	6.32814487	6.110117511	5.905150297	5.877019449
6330512M04Rik	6.684352395	6.564128145	6.802135473	6.579149468	6.362912846	6.299753239	6.549768242	6.334814949	6.550208079	6.574820052	6.406575218	6.360546885	6.480938266	6.442712149	6.532265003	6.22871337	5.952594495	6.383588527	6.673817861	6.372324147	6.467011505	6.192330957	6.757483686	6.098981632	6.335789311	6.366320466
6430527G18Rik	8.552752852	8.179007373	8.226438044	8.48417372	7.693523664	7.250191337	8.474497966	6.643491623	8.432290503	7.951989084	8.022625626	8.253769657	7.669103558	7.821007742	8.126073747	6.770488149	6.803602043	7.215591888	7.2335334	6.835375467	6.811367414	6.899993281	7.130610201	6.886040383	7.234681097	7.088513363
6430548M08Rik	6.136768669	6.095238063	6.271737534	5.922877322	6.085001797	6.016268244	6.240461263	5.771436647	5.843153922	6.019659665	5.963350812	5.847112484	5.92519638	5.953684295	5.907148655	6.170808882	5.837333583	6.084627707	5.962542854	5.747023009	7.559991898	5.94849261	7.621668392	5.833142253	6.104354134	5.833037651
6720401G13Rik	6.792263216	6.690384035	6.517547092	6.381927619	7.093082284	7.701524106	6.648888659	6.227888012	6.664155694	6.503500863	6.752616588	6.636544388	6.231385685	6.202824181	6.635488867	8.691170514	8.208305414	7.104821321	7.085946862	8.655669172	8.088880265	8.478215621	7.998155299	8.799115591	7.69628646	7.697635994
8430410A17Rik	7.56896086	7.764835329	7.268892836	7.693400997	6.95951168	6.907179106	7.462221409	11.07146869	7.493791684	7.356092444	7.354227633	7.554470157	7.98962308	8.100407677	7.332163986	7.692010925	7.903059366	8.227764176	6.9411701	7.098036998	7.685515517	7.577526012	7.534640996	7.719863138	7.350754764	7.565825625
8430419L09Rik	6.974576346	7.031919319	7.03841094	6.909041012	7.171935691	7.185467834	7.044257494	7.277722584	7.32489789	7.090969488	7.063378182	7.243964471	6.637298204	6.856098875	6.764338634	7.840829369	7.609221347	7.707351539	7.391885122	7.722053149	7.618907666	7.846374215	7.583315423	8.056310396	7.8571174	7.979324201
9030418K01Rik	5.68781936	5.705648053	6.063593539	5.722187295	5.845105281	5.689069877	5.812210685	5.715932713	5.946581936	5.62035865	5.539840181	5.625220801	5.628927148	5.661881161	5.721101012	7.267184632	7.024365486	5.741614395	5.607352016	5.619932358	6.96473824	6.64118955	6.867845821	6.109158546	5.771068595	5.690234559
9030619P08Rik	4.668127636	4.586524574	4.7691652	4.596315008	4.786338466	4.602799309	4.898224479	4.671923612	4.694352779	4.679016486	4.621776436	4.441244427	5.115982072	4.709696842	4.774476089	8.115801484	6.96204035	4.778189298	4.683155576	4.340780627	8.48206064	6.761268427	7.412227497	6.859573713	4.91075984	4.595459899
9030625A04Rik	5.526109512	5.833556368	6.659178668	6.032868577	6.567783727	6.866379685	6.255371691	8.463079917	7.194456467	6.556458539	6.948950033	6.032917786	7.312610723	6.251555944	8.283115678	7.240050002	7.142382122	6.316441445	5.48511013	5.415991842	7.072874689	7.093031209	6.967089622	7.198436856	6.111031312	6.064836157
9130014G24Rik	3.894167798	3.872296883	3.875691612	3.644433152	3.909376301	3.842697303	3.80280326	3.732471822	3.890190494	3.729175688	3.817050158	3.888967245	3.840241651	3.819540461	3.964882222	3.671896257	3.836647935	3.638711032	3.964272317	3.618089835	3.608620024	3.948354771	3.655947104	3.637872966	3.518149025	3.660533162
9330121J05Rik	6.812710635	6.497080065	6.707851911	6.185823607	6.679412069	6.486480018	6.673528158	6.474775639	6.6137875	6.630360814	6.297797916	6.409870623	6.390582856	6.429401441	6.394053337	6.4835655	6.58970607	6.483993618	6.671859468	6.273028444	6.652840194	6.401214603	7.081403012	6.242011741	6.60550668	6.70408116
9330175E14Rik	6.18188572	5.721897578	5.488119705	5.611855983	6.036246158	5.58906134	5.343819962	5.904288996	5.633203531	5.87368936	5.725326717	5.837453853	5.284902738	5.538763179	5.160359551	5.183562935	4.855052837	7.485071477	6.354484485	6.043955415	5.209350684	4.751970668	6.171497083	4.786963958	6.671538707	5.126601235
9430025C20Rik	4.006607717	4.03171572	4.560209515	4.962763391	4.817418605	4.420484648	4.326333604	3.958202366	3.77395414	4.946233347	5.085835356	4.642880598	4.040515493	3.844502827	4.366075041	3.399437728	3.359905313	4.034330182	4.234128285	3.991090957	3.869009348	3.374979173	3.636209877	3.526148124	3.93098959	3.487374867
9430070O13Rik	4.512024566	4.459536538	4.301026652	4.358696324	4.393896653	4.261402938	4.326316823	4.226112865	4.102044982	4.41612362	4.400430907	4.312495765	4.181327871	4.244369544	4.247887016	4.251554366	4.145003496	4.28331188	4.295845448	4.133486808	4.185721212	4.174102762	4.240909604	4.19577016	4.379593239	4.148039259
9530009G21Rik	8.977453809	9.039277241	9.01728595	9.591996186	7.027275716	6.60027818	8.914246388	6.851821071	8.809625594	7.598209606	8.458175818	8.831224892	8.918200459	8.389476899	9.242041365	6.509923818	5.587131924	6.367585986	7.053658037	7.002298215	6.304215926	6.229423213	5.777444045	6.477103071	6.516688626	5.742692532
9830107B12Rik	4.497040667	4.230313189	4.670375826	4.247930044	4.664006794	4.274867938	4.511455388	4.100355372	4.289913138	4.472271135	4.311367481	4.305686038	4.423024561	4.303439818	4.219612557	4.312645209	4.061920172	4.394136819	4.513777066	4.181123759	5.791066489	4.161600189	6.081539893	4.322954447	4.474736708	4.216669559
9930022D16Rik	5.665902934	5.562224104	5.720473657	5.647979286	5.633556177	5.352856198	5.595355461	5.911217795	5.592291579	5.888299212	5.524751166	5.560963533	5.529851133	5.344546841	5.416986075	5.236185487	5.038395209	5.230894677	5.557229328	5.281423778	5.379032888	5.178295022	5.695298597	5.204774574	5.344088737	5.260328068
A030009H04Rik	5.734435956	5.954529798	5.745864766	5.692691281	6.059396381	5.578110485	5.705295086	6.273154052	5.969716133	5.661156715	5.716242839	5.751225359	5.50391794	6.124954284	5.667321631	6.891309814	6.449423811	6.428705206	6.001640133	5.50548448	7.396920684	6.058064623	7.118533116	6.062092922	6.337473834	6.015126578
A130014H13Rik	5.762601292	5.532067552	5.634909767	5.598804863	6.031612072	5.510028295	5.699270291	5.381920122	5.652519001	5.75719397	5.528984857	5.404827072	5.608207009	5.397023116	5.415340659	5.321589022	5.275658945	5.382840144	5.61588119	5.489912168	5.309801918	5.310929004	5.707227282	5.501299009	5.497844387	5.303850142
A130050O07Rik	5.08550114	5.270128969	5.437518504	5.578758616	6.073739558	6.571049767	5.322170928	4.64218747	5.255651793	5.839313824	6.066608037	5.900245329	6.68967097	5.871088352	6.607095024	6.972574052	5.326555324	7.722791596	7.351845313	7.202793497	7.799703412	7.471460623	7.701225877	7.691647685	7.103671427	5.654974885
A130082M07Rik	5.756635043	5.710673291	5.876505487	5.728968976	5.7119271	5.692620616	5.838422379	5.783818941	5.690254117	5.948058022	5.800158738	5.839543947	5.866016937	5.631813424	5.695626413	5.509146335	5.515737679	5.825988249	5.705322736	5.658072444	5.702927146	5.619555825	5.708599041	5.550767304	5.601727216	5.602245048
A230006K03Rik	3.618620426	3.48501457	3.480368537	3.249733548	3.541370281	3.108998308	3.43177003	3.215181565	3.251017138	3.525734815	3.333051562	3.419691692	3.251219175	3.238919304	3.307520816	3.202417722	3.064992038	3.173926932	3.494180903	3.06904906	3.248286877	3.139540438	3.343162614	3.085113013	3.279476248	3.050670017
A330049M08Rik	5.854970584	5.904784327	6.247119251	5.706790225	6.227679474	5.951718333	5.878779282	5.840086355	5.902562437	5.929984259	5.764350579	5.876365507	5.9276405	5.864378904	5.938345393	5.676068494	5.618365923	5.769978856	6.060838573	5.653400199	5.604068358	5.624538629	5.973407507	5.708340843	5.759232193	5.783470624
A430078G23Rik	10.4933314	10.702356	10.82533408	10.86077121	10.13676961	9.926252797	10.85006973	7.100736267	9.288108432	10.84310361	10.79377388	10.78172832	10.31014536	10.18018179	10.6981884	9.440326602	8.870336873	8.879112893	9.909891634	9.552090174	9.582668584	9.027790834	9.455875474	9.251835053	9.051327053	8.652131753
A430084P05Rik	7.433266198	7.345676978	6.476391409	7.020172878	6.360160571	6.037770959	6.888747307	9.252598657	5.629768482	6.136948061	6.185428518	6.821393039	6.100598568	6.713375059	5.959393825	5.21673034	5.077916612	5.391268225	6.761861456	6.871896615	5.1389687	5.144863502	5.522643514	5.492604171	5.909773104	5.647642619
A430093F15Rik	6.00883084	5.920241684	6.136931661	5.771154012	6.162630331	6.411692885	6.294506186	5.850485245	5.870778973	6.046131593	6.008375582	5.745400491	7.245357482	7.862736116	6.155536747	5.684333457	5.630590884	5.867762234	6.022228716	5.995807845	5.833531069	5.747817924	6.109884966	5.550319941	5.88734736	5.78749167
A530021J07Rik	3.930510273	4.120197089	4.327826262	4.260166204	4.450087296	4.237275619	4.147900915	4.255178419	4.313383729	4.340536159	4.201774987	4.12334891	4.156491003	4.295929914	4.23921726	4.09568606	4.068114718	4.23432759	4.210833014	4.103942381	4.172423508	4.092799417	4.345350244	3.96344638	3.936449493	4.013465237
A530023O14Rik	7.996129122	8.083078951	7.960241975	8.262320866	6.968333486	6.151781713	7.959761849	4.971840876	8.764671037	8.647021115	8.934139915	8.558107776	8.480178264	8.300228002	8.869837587	5.409073508	4.762260217	4.8851204	5.665893936	5.049831128	6.354855282	4.251128262	6.571950171	4.327047781	5.143514509	4.477867257
A530040E14Rik	9.041388381	9.271847695	9.165804185	9.340719143	9.994761718	8.986296395	9.051992307	9.731769478	9.48314841	10.30899538	10.2104202	9.66821683	9.717831878	10.11295893	9.894152435	6.166340364	5.326611648	5.993991303	7.543380139	5.893138087	6.769204439	5.769259548	7.014019075	6.427798341	6.421492622	5.576069587
A530064D06Rik	4.836110966	4.528246238	4.873219334	4.642922945	5.078713718	4.943329066	5.030230124	4.573461379	4.766285955	4.709310857	4.328522946	4.443507198	4.692975767	4.806641986	4.611569794	4.849537713	4.403356354	4.852573203	4.928176055	4.438878329	5.97621392	4.141860544	6.024245978	4.310824816	4.543450515	4.723989886
A530099J19Rik	4.399461655	4.612399683	4.758072163	4.441737982	4.773082048	4.534084435	4.635452589	4.534752645	4.761817143	4.834468522	4.627756625	4.492013387	4.907352184	4.540827029	4.506557514	4.432027366	4.438161974	4.594803308	4.599920774	4.661219435	4.584962501	4.235599427	4.863808394	4.450588833	4.218623615	4.546233909
